,Title,Description,Link,Location,Price,Rooms,Bedrooms,Total area,Number of floors,Built in year,Condition,Ownership,Ground area,Data from realestate book,Notify about incorrect advertisement,Lisainfo,Sanitary arrangements,Heating and ventilation,Communications and security,Kitchen,Cadastre no.,Energy mark,Readiness,Register number,Neighbourhood,This floor/Number of floors,Kulud suvel/talvel,Additional information,population
37,"Row house box for sale, 4 bedrooms, Vanatoa tee 5, Lähtse, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 100.7 m²",https://www.kv.ee/rabarebase-aedlinn-on-terviklik-elukeskkond-kuhu-o-3374089.html,"59.292014,24.863741",245000.0,5.0,4.0,100.7 m²,2.0,2022.0,all brand-new,apartment ownership,300 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, water, roof tar paper roof","shower, toilet room and bathroom separate, urban water, sewerage",geothermic heating,steel door,electric stove,,,,,,,,,12.0
38,"Row house box for sale, 3 bedrooms, Pirnipuu pst 182, Maardu, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house, total area 103.5 m²",https://www.kv.ee/muua-2-korruseline-ridaelamuboks-aadresil-pirnpuu-3389526.html,"59.4682167,24.9606249",237000.0,4.0,3.0,103.5 m²,2.0,2015.0,satisfactory,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"balcony 7 m², parking free parking, 3*380V, furnishing possibility, packet windows, parquet, public transport, wall cupboard, terrace, electricity, dressing room","toilet room and bathroom separate, water boiler, bath, urban water, sewerage","combined heating, fireplace","Internet, phone, cable TV, steel door, fenced with garden","electric stove, refridgerator, kitchen furniture",,,ready,,"neighbours next to neighbours, surrounding buildings private houses, roads in good condition roads",,80 € /  190 €,,156.0
39,"Maisonette for sale, 3 bedrooms, Katkuniidu tee 2, Metsakasti, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 99.8 m², total area 120 m²",https://www.kv.ee/majamuugile-on-tulnud-valguskullane-avara-planeeri-3370212.html,"59.4896649,24.9133484",198000.0,4.0,3.0,120 m²,2.0,2006.0,,private property,605 m²,Data from realestate book,Notify about incorrect advertisement,,"urban water, washing machine",,"Internet, phone, cable TV, neighbourhood watch, fenced with garden","electric stove, refridgerator, kitchen furniture",,-,ready,,"surrounding buildings private houses, location in the center location, roads in good condition roads, neighbours next to neighbours",,,"parking free parking, electricity, dressing room, furnishing possibility, packet windows, parquet, public transport, box-room, wall cupboard",228.0
40,"Maisonette for sale, 3 bedrooms, Iirise 10, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, panel house, total area 98.2 m²",https://www.kv.ee/maakuttega-ridaelamud-uues-valmivas-elurajoonis-ta-3391583.html,"58.355837965126,26.765232540137",189000.0,4.0,3.0,98.2 m²,2.0,2022.0,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"new sewerage, open kitchen, electricity, parquet, dressing room, ventilation, farm building, box-room, separate rooms, separate entryway, new electricity, public transport, parking free parking, roof tar paper roof","toilet room and bathroom separate, sauna, shower, urban water","heated floors, geothermic heating","Internet, phone, cable TV",,79301:001:0984,,,,near forest,,,,44.0
41,"Maisonette for sale, 3 bedrooms, Keraheina tee 13, Maardu, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 110 m², total area 120 m²",https://www.kv.ee/paarismajad-valmivad-2022-aasta-jouludeks-kokku-ke-3392767.html,"59.4696363,24.9541781",289000.0,4.0,3.0,120 m²,2.0,2022.0,all brand-new,apartment ownership,600 m²,Data from realestate book,Notify about incorrect advertisement,,,,,,,,,,,,,,156.0
42,"Row house box for sale, 3 bedrooms, Veskikaare tn 5, Tammiste, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 124.1 m²",https://www.kv.ee/muua-parnu-linna-lahedal-tammistes-hinnatud-eluraj-3379160.html,"58.3908064,24.5759833",175000.0,4.0,3.0,124.1 m²,2.0,2021.0,all brand-new,apartment ownership,1518 m²,Data from realestate book,Notify about incorrect advertisement,"new sewerage, balcony , open kitchen, new electricity, ventilation, street entrance, public transport, electricity, parking free parking, box-room, closed courtyard, separate rooms, separate entryway, organisation through the few floors, parquet, roof tar paper roof","toilet room and bathroom separate, shower, sauna, water boiler, urban water",heated floors,"Internet, cable TV, steel door, neighbourhood watch",ceramic shove,,,,,near forest,,,,27.0
43,"Maisonette for sale, 3 bedrooms, Sinitiiva tn 23, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, total area 118.5 m²",https://www.kv.ee/4toaline-suurte-paikeseterrasside-ja-puukuttega-sa-3386582.html,"59.4744789,24.8871215",295000.0,4.0,3.0,118.5 m²,2.0,2005.0,satisfactory,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,,,,,,,,ready,,,,,,320.0
44,"Maisonette for sale, Tammenurme tee 5, Randvere, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 184 m²",https://www.kv.ee/muua-korghaljastusega-kinnistule-ehitatav-paarisma-3392051.html,"59.5183138,24.9081692",590000.0,5.0,,184 m²,2.0,2022.0,all brand-new,apartment ownership,1024.5 m²,,,"parking free parking, electricity, parquet","sauna, urban water",õhksoojuspump,,,,A,,,,,,,31.0
45,"Maisonette for sale, 3 bedrooms, Toomkivi 8, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381583.html,"59.3097965,24.8367254",286500.0,5.0,3.0,120 m²,,2022.0,all brand-new,apartment ownership,3220 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,,1604.0
46,"Row house box for sale, 2 bedrooms, Aasa põik 2, Peetri, Rae vald, Harjumaa - Real estate portal KV.EE ","Joint ownership, wooden house, house area 56 m², total area 56 m²",https://www.kv.ee/muua-kahel-korrusel-ja-osaliselt-kaetud-privaatse-2733744.html,"59.3987955,24.7933817",119800.0,3.0,2.0,56 m²,2.0,2000.0,sanitary renovation needed,joint ownership,1477 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, furniture, packet windows, parquet, public transport, box-room, wall cupboard, TV-set, terrace, electricity, dressing room, furnishing possibility, wall wooden wall, roof profiled roof","shower, water boiler, urban water, sewerage, washing machine","electric heating, heated floors","Internet, cable TV, fenced with garden, security system, steel door","electric stove, kitchen 28 m², refridgerator, kitchen furniture",,,,,"Ülemiste lake 100 m, near forest, surrounding buildings private houses, location in suburb location, roads in satisfactory condition roads, neighbours around neighbours",,80 € /  150 €,,1812.0
47,"Maisonette for sale, 3 bedrooms, Tänassilma-Laagri tee 33, Tänassilma, Saku vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 131.7 m², total area 149.5 m²",https://www.kv.ee/muuakse-paari-kuu-parast-valmiv-kvaliteetne-a-ener-3257058.html,"59.3419552286573,24.6488016022827",309000.0,4.0,3.0,149.5 m²,2.0,2021.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"balcony 17.8 m², parking free parking, parquet, box-room, terrace, electricity, packet windows","toilet room and bathroom separate, water boiler, shower, sauna, urban water, sewerage",heated floors,"steel door, fenced with garden",,,A,ready,,,,,,88.0
48,"Row house box for sale, 3 bedrooms, Pirnipuu pst 186, Maardu, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 95.9 m², total area 101.1 m²",https://www.kv.ee/nuud-on-muugil-pirnipuu-kodu-kolmanda-etapi-kvalit-3385602.html,"59.4678824,24.9600172",260000.0,4.0,3.0,101.1 m²,2.0,2022.0,all brand-new,apartment ownership,1024 m²,Data from realestate book,Notify about incorrect advertisement,"balcony 5.9 m², electricity, 3*380V, packet windows, parquet, parking free parking, public transport, box-room, terrace","sauna, urban water, sewerage","heated floors, õhksoojuspump",,"electric stove, kitchen 8.2 m²",,A,,,,,,,156.0
49,"Maisonette for sale, 3 bedrooms, Koidula tn 19h 4, Narva-Jõesuu linn, Narva-Jõesuu, Ida-Virumaa - Real estate portal KV.EE ","Stone house, total area 130 m²",https://www.kv.ee/kompleks-sunset-beach-club-predlget-nedvizimostb-v-3360454.html,"59.4423691,28.0119171",259800.0,4.0,3.0,130 m²,2.0,2022.0,all brand-new,,,Data from realestate book,,parking free parking,,,,,,Missing,,,water body water body other near,,,,191.0
50,"Maisonette for sale, 3 bedrooms, E. Wiiralti tn 25, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 141 m², total area 236 m²",https://www.kv.ee/muua-rahulikus-ja-looduskaunis-ihaste-piirkonnas-k-3385226.html,"58.3595247,26.7830491",237000.0,4.0,3.0,236 m²,3.0,2004.0,Good condition,private property,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, electricity, dressing room, 3*380V, furnishing possibility, packet windows, parquet, garage, box-room, wall cupboard, basement, TV-set, terrace","sauna, toilet room and bathroom separate, shower, urban water, washing machine","central heating, gas heating, gas, fireplace","Internet, video cameras, fenced with garden, security system","induktsioon pliit, refridgerator, kitchen furniture",,Missing,ready,2529903.0,"location in suburb location, near forest, roads paved roads, neighbours next to neighbours, surrounding buildings private houses",,50 € /  160 €,,228.0
51,"Maisonette for sale, 2 bedrooms, Haava tn, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, house area 113.6 m², total area 118.3 m²",https://www.kv.ee/muua-3toaline-stiilne-katusekorter-rodu-ja-saunaga-3200672.html,"59.3846652,24.6995174",199000.0,3.0,2.0,118.3 m²,,1965.0,renovated,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"balcony 4.7 m², box-room, dressing room, furnishing possibility, parquet, garage, parking free parking","sauna, shower, bath, sewerage, urban water","õhksoojuspump, combined heating","Internet, cable TV, steel door",kitchen furniture,,-,ready,21900601.0,"surrounding buildings private houses, location in suburb location, roads in good condition roads",3/3,,,1235.0
52,"Row house box for sale, 3 bedrooms, Iirise tn 10, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 99.6 m²",https://www.kv.ee/muua-eksklusiivses-rohelusest-umbritsetud-ihaste-k-3375131.html,"58.356255,26.766489",189000.0,4.0,3.0,99.6 m²,2.0,2022.0,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"open kitchen, street entrance, terrace, dressing room, separate rooms, packet windows, parquet, parking free parking, public transport, box-room, organisation through the few floors, separate entryway, closed courtyard","toilet room and bathroom separate, sauna, shower, sewerage, urban water","heated floors, geothermic heating","Internet, phone, cable TV, steel door, fenced with garden",,79301:001:0984,,,,,,,,44.0
53,"Maisonette for sale, Tallinna tn 15, Suure-Jaani linn, Põhja-Sakala vald, Viljandimaa - Real estate portal KV.EE ",Log house,https://www.kv.ee/vaga-heas-asukohas-suure-aiamaaga-23-maja-osa-kus-3374294.html,"58.5386322,25.471403",39999.0,7.0,,,2.0,,needs renovating,,,Data from realestate book,Notify about incorrect advertisement,"well, electricity, wall wooden wall, roof tin roof",,stove heating,,,76001:002:0020,-,,29739.0,location in the center location,,,,977.0
54,"Maisonette for sale, 2 bedrooms, Metsa 56, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 73.7 m²",https://www.kv.ee/majametsa-56-asub-miljoovaartusliku-nomme-asumi-va-3342827.html,"59.380028,24.6756777",199000.0,3.0,2.0,73.7 m²,2.0,1926.0,ready,apartment ownership,,,Notify about incorrect advertisement,,"shower, sauna, water boiler, urban water","electric heating, fireplace, fireplace",fenced with garden,"electric stove, kitchen furniture",78404:406:6070,,,,,,,"closed courtyard, water, electricity, basement, farm building, separate entryway, parking free parking",973.0
55,"Row house box for sale, 3 bedrooms, Kiviaia tee 3, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 113.1 m²",https://www.kv.ee/ehitatavas-ridaelamus-on-kokku-6-boksi-suurusega-1-3375271.html,"59.464714,24.892725",452400.0,4.0,3.0,113.1 m²,2.0,2022.0,all brand-new,apartment ownership,193.8 m²,Data from realestate book,Notify about incorrect advertisement,"balcony 8.1 m², parquet, terrace, electricity, dressing room, packet windows","toilet room and bathroom separate, shower, bath, sauna, urban water, sewerage","heated floors, gas heating","Internet, phone, cable TV, steel door",,,B,,,,,,,244.0
56,"Row house box for sale, 3 bedrooms, Rae põik 2, Rae, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 78.4 m²",https://www.kv.ee/vaike-rae-elamupiirkond-asub-rae-kulas-assaku-ja-p-3370579.html,"59.3790889,24.868912",249900.0,4.0,3.0,78.4 m²,2.0,2022.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,,"shower, urban water, sewerage","heated floors, õhksoojuspump",fenced with garden,,,B,ready,8900050.0,"near forest, location in suburb location, neighbours next to neighbours",,,"parking free parking, terrace, packet windows, parquet",43.0
57,"Row house box for sale, 3 bedrooms, Juure tee 5, Tiskre, Harku vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 102.3 m²",https://www.kv.ee/harku-vallas-tiskre-kulas-on-ehitamisel-uued-aener-3356776.html,"59.4246858,24.5829683",270000.0,4.0,3.0,102.3 m²,2.0,2022.0,all brand-new,apartment ownership,107 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, box-room, roof tar paper roof",,geothermic heating,,electric stove,,,,,water body lake near,,,,98.0
58,"Maisonette for sale, 2 bedrooms, Vana-Mustamäe tn 45, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ","Joint ownership, wooden house, total area 65 m²",https://www.kv.ee/eelregistreeri-vaatamine-muua-majaosa-glehni-pargi-3383743.html,"59.3875988,24.6703169",180000.0,3.0,2.0,65 m²,2.0,1946.0,needs renovating,joint ownership,784 m²,Data from realestate book,Notify about incorrect advertisement,"separate rooms, separate entryway, electricity, closed courtyard, farm building, roof tin roof",urban water,stove heating,fenced with garden,,,,,,near forest,,,,2008.0
59,"Maisonette for sale, 3 bedrooms, Pärnu mnt 191, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ","Joint ownership, wooden house, house area 100 m², total area 156 m²",https://www.kv.ee/muugile-on-tulnud-vaga-hubane-majaosa-tallinna-hin-3377755.html,"59.3893648,24.711046",295000.0,4.0,3.0,156 m²,,1932.0,Good condition,joint ownership,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, furnishing possibility, furniture, packet windows, garage, public transport, basement, TV-set, electricity","shower, toilet room and bathroom separate, sauna, urban water, sewerage, washing machine","combined heating, fireplace","Internet, phone, cable TV, neighbourhood watch","electric stove, refridgerator, kitchen furniture",,Missing,ready,5708801.0,"near forest, roads in good condition roads, surrounding buildings private houses, in the city location",1/2,50 € /  150 €,,1438.0
60,"Maisonette for sale, 2 bedrooms, Männioksa, Kohila, Kohila vald, Raplamaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 49.5 m², total area 8,842 m²",https://www.kv.ee/raplamaa-kohila-vald-kohila-mannioksa-3-tuba-1-kor-3386953.html,"59.160087,24.753229",35000.0,3.0,2.0,8842 m²,1.0,1981.0,needs renovating,private property,,Data from realestate book,Notify about incorrect advertisement,"box-room, public transport, well, deep well, electricity, furniture, wall wooden wall, roof tar paper roof",,"stove heating, fireplace",neighbourhood watch,"kitchen 8 m², refridgerator",,-,ready,9141650.0,"surrounding buildings private houses, near forest, roads in satisfactory condition roads, neighbours next to neighbours, location outside settlement location",,,,539.0
