Title,Description,Link,Location,Rooms,Total area,This floor/Number of floors,Built in year,Condition,Ownership,Cadastre no.,Energy mark,Lisainfo,Kitchen,Sanitary arrangements,Heating and ventilation,Communications and security,Neighbourhood,Data from realestate book,Register number,Notify about incorrect advertisement,Kulud suvel/talvel,Number of floors,Additional information
"Apartment for sale, 2 rooms, Malmi tn 5, Narva, Ida-Virumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/idavirumaa-narva-malmi-tn-5-2-tuba-44-korteriomand-3302791.html,"59.3729541,28.193063",2,38.1 m²,4/4,1961,sanitary renovation needed,apartment ownership,,Missing,,"gas stove, kitchen 5 m²",,central heating,frontdoor locked,"surrounding buildings apartment buildings, in the city location, roads in good condition roads, neighbours around neighbours",Data from realestate book,,,,,"parking free parking, packet windows"
"Apartment for sale, 3 rooms, Rakvere tn 38, Narva, Ida-Virumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/idavirumaa-narva-rakvere-tn-38-3-tuba-45-korteriom-3301817.html,"59.3829598,28.18329",3,49.9 m²,4/5,1965,renovated,apartment ownership,,Missing,,"gas stove, kitchen 5 m², open kitchen","new sewerage, bath",central heating,"Internet, cable TV, frontdoor locked, steel door","in the city location, roads in good condition roads, neighbours around neighbours, surrounding buildings apartment buildings",Data from realestate book,,,,,parking free parking
"Apartment for sale, 2 rooms, Kreenholmi tn 9, Narva, Ida-Virumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/idavirumaa-narva-kreenholmi-tn-9-2-tuba-55-korteri-3301029.html,"59.3756972,28.1819073",2,38.8 m²,5/5,1962,Good condition,apartment ownership,,Missing,,"gas stove, kitchen 5 m²",bath,central heating,"Internet, cable TV, steel door, frontdoor locked","surrounding buildings apartment buildings, in the city location, roads in good condition roads, neighbours around neighbours",Data from realestate book,,,,,packet windows
"Apartment for sale, 2 rooms, Joala tn 11, Narva, Ida-Virumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/idavirumaa-narva-joala-tn-11-2-tuba-44-korterioman-3300908.html,"59.363663,28.196275",2,51.8 m²,4/4,1953,renovated,apartment ownership,51105:004:0054,,,"gas stove, kitchen furniture",shower,central heating,"Internet, cable TV, frontdoor locked",,,3197709,Notify about incorrect advertisement,,,"urban water, ventilation, sewerage, gas, high ceilings, water, roof asbestos cement roof"
"Apartment for sale, 2 rooms, Sõpruse pst 40, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/ehitus-on-alanud-lisainfo-www-motuse25-eekontaktme-3300953.html,"59.420678,24.7137185",2,45.1 m²,3/5,2022,all brand-new,apartment ownership,78407:701:0745,,"parking not free parking, box-room, closed courtyard, packet windows, parquet, lift, garage, underground garage",,shower,"gas heating, heated floors","Internet, steel door, frontdoor locked","neighbours around neighbours, surrounding buildings private houses and apartment buildings, in the city location, roads in good condition roads",,1630701,Notify about incorrect advertisement,,,
"Apartment for sale, 2 rooms, Sõpruse pst 40, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/ehitus-on-alanud-lisainfo-www-motuse25-eevota-meie-3300959.html,"59.420678,24.7137185",2,46.9 m²,2/5,2022,all brand-new,apartment ownership,78407:701:0745,,"balcony 3.5 m², parking not free parking, closed courtyard, terrace, packet windows, parquet, lift, garage, underground garage, box-room",,"bath, shower","heated floors, gas heating","Internet, steel door, frontdoor locked","roads in good condition roads, neighbours around neighbours, surrounding buildings private houses and apartment buildings, in the city location",,1630701,Notify about incorrect advertisement,,,
"Apartment for sale, 2 rooms, Sõpruse pst 40, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/ehitus-on-alanud-lisainfo-www-motuse25-eekontaktme-3300918.html,"59.420678,24.7137185",2,47 m²,3/5,2022,all brand-new,apartment ownership,78407:701:0745,,"balcony 3.7 m², parking not free parking, box-room, closed courtyard, packet windows, parquet, lift, garage, underground garage",,shower,"heated floors, gas heating","Internet, steel door, frontdoor locked","neighbours around neighbours, surrounding buildings private houses and apartment buildings, in the city location, roads in good condition roads",,1630701,Notify about incorrect advertisement,,,
"Apartment for sale, 2 rooms, Sõpruse pst 40, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/ehitus-on-alanud-lisainfo-www-motuse25-eekontaktme-3301124.html,"59.420678,24.7137185",2,52.9 m²,5/5,2022,all brand-new,apartment ownership,78407:701:0745,,"balcony 3.3 m², parking not free parking, box-room, closed courtyard, packet windows, parquet, lift, garage, underground garage",,"sauna, shower","heated floors, gas heating","Internet, steel door, frontdoor locked","neighbours around neighbours, surrounding buildings private houses and apartment buildings, in the city location, roads in good condition roads",,1630701,Notify about incorrect advertisement,,,
"Apartment for sale, 2 rooms, Sõpruse pst 40, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/ehitus-on-alanud-lisainfo-www-motuse25-eekontaktme-3300936.html,"59.420678,24.7137185",2,43.3 m²,3/5,2022,all brand-new,apartment ownership,78407:701:0745,,"balcony 31.6 m², parking not free parking, closed courtyard, terrace, packet windows, parquet, lift, garage, underground garage, box-room",,shower,"heated floors, gas heating","Internet, steel door, frontdoor locked","roads in good condition roads, neighbours around neighbours, surrounding buildings private houses and apartment buildings, in the city location",,1630701,Notify about incorrect advertisement,,,
"Apartment for sale, 3 rooms, Sõpruse pst 40, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/ehitus-on-alanud-lisainfo-www-motuse25-eekontaktme-3300917.html,"59.420678,24.7137185",3,71.6 m²,2/5,2022,all brand-new,apartment ownership,78407:701:0745,,"balcony 12.3 m², parking not free parking, box-room, closed courtyard, packet windows, parquet, lift, garage, underground garage",,bath,"heated floors, gas heating","Internet, steel door, frontdoor locked","neighbours around neighbours, surrounding buildings private houses and apartment buildings, in the city location, roads in good condition roads",,1630701,Notify about incorrect advertisement,,,
"Apartment for sale, 3 rooms, Sõpruse pst 40, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/ehitus-on-alanud-lisainfo-www-motuse25-eekontaktme-3300937.html,"59.420678,24.7137185",3,64 m²,3/5,2022,all brand-new,apartment ownership,78407:701:0745,,"balcony 9.7 m², parking not free parking, box-room, closed courtyard, packet windows, parquet, lift, garage, underground garage",,bath,"heated floors, gas heating","Internet, steel door, frontdoor locked","neighbours around neighbours, surrounding buildings private houses and apartment buildings, in the city location, roads in good condition roads",,1630701,Notify about incorrect advertisement,,,
"Apartment for sale, 2 rooms, Sõpruse pst 40, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/ehitus-on-alanud-lisainfo-www-motuse25-eekontaktme-3300933.html,"59.420678,24.7137185",2,55.1 m²,3/5,2022,all brand-new,apartment ownership,78407:701:0745,,"balcony 10.1 m², parking not free parking, box-room, closed courtyard, packet windows, parquet, lift, garage, underground garage",,bath,"heated floors, gas heating","Internet, steel door, frontdoor locked","neighbours around neighbours, surrounding buildings private houses and apartment buildings, in the city location, roads in good condition roads",,1630701,Notify about incorrect advertisement,,,
"Apartment for sale, 2 rooms, Sõpruse pst 40, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/ehitus-on-alanud-lisainfo-www-motuse25-eekontaktme-3300956.html,"59.420678,24.7137185",2,57.7 m²,4/5,2022,all brand-new,apartment ownership,78407:701:0745,,"balcony 21.3 m², parking not free parking, closed courtyard, terrace, packet windows, parquet, lift, garage, underground garage, box-room",,shower,"heated floors, gas heating","Internet, steel door, frontdoor locked","roads in good condition roads, neighbours around neighbours, surrounding buildings private houses and apartment buildings, in the city location",,1630701,Notify about incorrect advertisement,,,
"Apartment for sale, 3 rooms, Sõpruse pst 40, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/ehitus-on-alanud-lisainfo-www-motuse25-eevota-meie-3300898.html,"59.4205906704678,24.7136755846558",3,70.6 m²,2/5,2022,all brand-new,apartment ownership,78407:701:0745,,"balcony 3.5 m², parking not free parking, closed courtyard, separate rooms, packet windows, parquet, lift, garage, underground garage, box-room",,shower,"heated floors, gas heating","Internet, steel door, frontdoor locked","roads in good condition roads, neighbours around neighbours, surrounding buildings private houses and apartment buildings, in the city location",,1630701,Notify about incorrect advertisement,,,
"Apartment for sale, 2 rooms, Sõpruse pst 40, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/ehitus-on-alanud-lisainfo-www-motuse25-eekontaktme-3300955.html,"59.420678,24.7137185",2,46.7 m²,4/5,2022,all brand-new,apartment ownership,78407:701:0745,,"balcony 29.3 m², parking not free parking, closed courtyard, terrace, packet windows, parquet, lift, garage, underground garage, box-room",,shower,"heated floors, gas heating","Internet, steel door, frontdoor locked","roads in good condition roads, neighbours around neighbours, surrounding buildings private houses and apartment buildings, in the city location",,1630701,Notify about incorrect advertisement,,,
"Apartment for sale, 2 rooms, Sõpruse pst 40, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/ehitus-on-alanud-lisainfo-www-motuse25-eevota-meie-3300914.html,"59.420678,24.7137185",2,44.9 m²,2/5,2022,all brand-new,apartment ownership,78407:701:0745,,"parking not free parking, box-room, closed courtyard, packet windows, parquet, lift, garage, underground garage",,shower,"gas heating, heated floors","Internet, steel door, frontdoor locked","neighbours around neighbours, surrounding buildings private houses and apartment buildings, in the city location, roads in good condition roads",,1630701,Notify about incorrect advertisement,,,
"Apartment for sale, 2 rooms, Sõpruse pst 40, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/ehitus-on-alanud-lisainfo-www-motuse25-eekontaktme-3300923.html,"59.420678,24.7137185",2,46.9 m²,3/5,2022,all brand-new,apartment ownership,78407:701:0745,,"balcony 3.7 m², parking not free parking, box-room, closed courtyard, packet windows, parquet, lift, garage, underground garage",,shower,"heated floors, gas heating","Internet, steel door, frontdoor locked","neighbours around neighbours, surrounding buildings private houses and apartment buildings, in the city location, roads in good condition roads",,1630701,Notify about incorrect advertisement,,,
"Apartment for sale, 2 rooms, Pärnu tn, Mõisaküla linn, Mulgi vald, Viljandimaa - Real estate portal KV.EE ","<strong>Lisainfo:</strong> box-room, separate rooms, parking free parking ",https://www.kv.ee/muua-avatud-planeeringuga-hubane-korter-moisakula-3300197.html,"58.0949327,25.1829829",2,38.8 m²,1/3,,needs renovating,,,-,,,,,,,Data from realestate book,,Notify about incorrect advertisement,50 € /  130 €,,
"Apartment for sale, 3 rooms, Kreenholmi 9, Narva, Ida-Virumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/oma-kinnisvara-hindamiseks-voi-muumiseks-kirjuta-3300172.html,"59.374793888346,28.182089094967",3,47.1 m²,5/5,1962,sanitary renovation done,apartment ownership,,Missing,"kitchen, urban water",gas stove,,central heating,frontdoor locked,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Jaama tn 13, Jõhvi linn, Jõhvi vald, Ida-Virumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-kahetoaline-korter-johvi-kesklinnas-jaama-13-3299816.html,"59.35876,27.4038225",2,47.6 m²,1/2,1956,renovated,apartment ownership,25301:002:0022,Missing,"parquet, packet windows, furniture, furnishing possibility, separate rooms, TV-set, high ceilings, new electricity, wall cupboard, parking free parking","ceramic shove, open kitchen, refridgerator, kitchen furniture","shower, new sewerage, sauna, water boiler, washing machine",central heating,"Internet, phone, cable TV, frontdoor locked, neighbourhood watch, security system, steel door","location in the center location, roads in good condition roads",,,,,,
"Apartment for sale, 3 rooms, Urva tn 5, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/www-urva5-ee-3299707.html,"59.4576378,24.8309681",3,68.5 m²,2/3,2021,all brand-new,apartment ownership,78402:201:0170,B,"balcony 3.5 m², packet windows, parquet, box-room, wall cupboard, high ceilings, closed courtyard",open kitchen,bath,"heated floors, central heating","Internet, frontdoor locked","roads in good condition roads, surrounding buildings private houses, water body sea 1,000 m",,,,,,
"Apartment for sale, 3 rooms, Urva tn 5, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/www-urva5-ee-3299500.html,"59.4576378,24.8309681",3,86.5 m²,2/3,2021,all brand-new,apartment ownership,78402:201:0170,B,"packet windows, parquet, box-room, wall cupboard, high ceilings, closed courtyard",open kitchen,bath,"heated floors, central heating","Internet, frontdoor locked","roads in good condition roads, surrounding buildings private houses, water body sea 1,000 m",,,,,,
"Apartment for sale, 3 rooms, Urva tn 5, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/www-urva5-ee-3331285.html,"59.4576527,24.830953",3,86.5 m²,3/3,2021,all brand-new,apartment ownership,78402:201:0170,B,"packet windows, parquet, box-room, wall cupboard, high ceilings, closed courtyard",open kitchen,bath,"heated floors, central heating","Internet, frontdoor locked","roads in good condition roads, surrounding buildings private houses, water body sea 1,000 m",,,,,,
"Apartment for sale, 4 rooms, Majakovski 14, Sillamäe, Ida-Virumaa - Real estate portal KV.EE ",Stone house,https://www.kv.ee/prodetsa-otlitna-4jh-komntna-kvrtir-n-ulite-makovs-3299493.html,"59.3975999,27.7605354",4,95.1 m²,1/4,,,,,Missing,"kitchen, urban water, furnishing possibility, furniture, parquet, dressing room, electricity, separate rooms",refridgerator,"water boiler, shower, toilet room and bathroom separate, washing machine",,"Internet, frontdoor locked",,Data from realestate book,,Notify about incorrect advertisement,,,
"Apartment for sale, 4 rooms, Urva tn 5, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/www-urva5-ee-3331281.html,"59.4576527,24.830953",4,87 m²,3/3,2021,all brand-new,apartment ownership,78402:201:0170,B,"packet windows, parquet, box-room, wall cupboard, high ceilings, closed courtyard",open kitchen,"bath, shower",gas heating,"Internet, frontdoor locked","roads in good condition roads, surrounding buildings private houses, water body sea 1,000 m",,,,,,
"Apartment for sale, 4 rooms, Urva tn 5, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/www-urva5-ee-3299459.html,"59.4576378,24.8309681",4,87 m²,2/3,2021,all brand-new,apartment ownership,78402:201:0170,B,"balcony 3.5 m², packet windows, parquet, box-room, wall cupboard, high ceilings, closed courtyard",open kitchen,"bath, shower","heated floors, gas heating","Internet, frontdoor locked","roads in good condition roads, surrounding buildings private houses, water body sea 1,000 m",,,,,,
"Apartment for sale, 2 rooms, Maleva tn 39, Ahtme, Kohtla-Järve, Ida-Virumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kohtlajarvel-ahtme-linnaosas-muua-2toaline-taiesti-3299108.html,"59.329453,27.418944",2,48.6 m²,5/5,1983,needs renovating,apartment ownership,32205:001:0067,,,,,central heating,"Internet, cable TV",,,458007,,,,"urban water, water, sewerage, parking free parking, roof tar paper roof"
"Apartment for sale, 3 rooms, Pikk tn 43, Vanalinn, Tallinn, Harjumaa - Real estate portal KV.EE ",Stone house,https://www.kv.ee/muua-renoveerimist-vajav-korter-vanalinnas-hasti-s-3298913.html,"59.4396967,24.7467461",3,72.5 m²,2/3,,needs renovating,,78401:101:0046,Missing,,,,,,,Data from realestate book,,Notify about incorrect advertisement,,,"separate entryway, closed courtyard, terrace"
"Apartment for sale, 3 rooms, Pikk tn 43, Vanalinn, Tallinn, Harjumaa - Real estate portal KV.EE ",Stone house,https://www.kv.ee/muua-korter-vanalinnas-hasti-sobib-nii-ari-jaoks-k-3298914.html,"59.4396967,24.7467461",3,79.8 m²,2/3,,needs renovating,,78401:101:0046,Missing,,,,,,,Data from realestate book,,Notify about incorrect advertisement,,,"separate entryway, closed courtyard, terrace"
"Apartment for sale, 2 rooms, Küüni 4, Kesklinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/broneeritud-kui-asukoht-on-oluline-muua-kahetoalin-3298850.html,"58.379558,26.723602",2,54.8 m²,3/4,1952,sanitary renovation needed,apartment ownership,79507:057:0005,Missing,"basement, box-room, public transport, urban water, wall cupboard, new electricity, high ceilings, separate rooms, water, gas, furnishing possibility, electricity, parking free parking","gas stove, kitchen furniture","water boiler, shower, new sewerage, bath","central heating, gas heating","Internet, phone, cable TV, frontdoor locked","location in the center location, surrounding buildings apartment buildings, water body river near",,,,,,
"Apartment for sale, 1 rooms, Savi 34, Ülejõe, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/stuudiokorter-kooktuba-kust-paaseb-terrassile-pesu-3298691.html,"58.3997572,24.5291368",1,17.7 m²,1/2,2020,all brand-new,apartment ownership,,,"high ceilings, urban water, parquet",open kitchen,"new sewerage, shower",central heating,frontdoor locked,,Data from realestate book,,Notify about incorrect advertisement,,,
"Apartment for sale, 2 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3354748.html,"59.4051393422559,24.6322387263493",2,40.4 m²,2/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Tasandi 1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3340584.html,"59.4053022974777,24.6314042443481",3,58.7 m²,2/5,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3341401.html,"59.4053103144888,24.6321361915405",2,43 m²,8/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3345229.html,"59.4052806110786,24.6323683645754",2,43 m²,3/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3345234.html,"59.4052884722179,24.6314280883606",3,58.7 m²,7/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3345226.html,"59.4051427800207,24.6318107313434",2,43 m²,4/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3359683.html,"59.4267308,24.6313208",2,40 m²,3/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3340604.html,"59.4052149282887,24.6311038369385",2,43 m²,3/5,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3341348.html,"59.4051821647849,24.6323054665771",2,43.7 m²,1/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Tasandi 1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3340603.html,"59.4052524447176,24.6320610080193",3,58.7 m²,3/5,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3359689.html,"59.4267308,24.6313208",3,58.7 m²,6/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3340618.html,"59.4052040071243,24.6323912972656",2,43 m²,4/5,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3359696.html,"59.4267308,24.6313208",2,45.8 m²,8/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3341368.html,"59.4055068942935,24.6307199851807",3,58.7 m²,3/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3359666.html,"59.4267308,24.6313208",3,58.9 m²,2/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3341351.html,"59.4052011029934,24.6319430724915",3,58.9 m²,1/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3340596.html,"59.4051086830139,24.6316694108685",2,43 m²,2/5,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3359675.html,"59.4267308,24.6313208",2,43 m²,6/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 4 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3341371.html,"59.405321235619,24.6319645301636",4,80.7 m²,1/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3359685.html,"59.4267308,24.6313208",2,43 m²,4/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Tasandi 1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3340608.html,"59.4051494012492,24.631747567102",3,58.7 m²,3/5,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3359670.html,"59.4267308,24.6313208",2,45.8 m²,3/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3340602.html,"59.4052697983967,24.6315425615811",2,45.8 m²,3/5,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3341359.html,"59.4054195256323,24.6316641227539",3,58.7 m²,6/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3359688.html,"59.4267308,24.6313208",2,45.8 m²,6/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Tasandi 1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3340629.html,"59.4051712436098,24.6314471596924",2,43 m²,5/5,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Tasandi 3, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3359687.html,"59.4267308,24.6313208",3,58.7 m²,4/8,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
"Apartment for sale, 4 rooms, Tasandi 1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uue-kodu-ostuga-bonava-koogimoobel-koos-tehnikaga-3298177.html,,4,80.3 m²,1/5,2022,all brand-new,apartment ownership,,B,,,,,,,Data from realestate book,,,,,
