Title,Description,Link,Location,Price,Rooms,Total area,Number of floors,Condition,Readiness,Ground area,Cadastre no.,Energy mark,Lisainfo,Neighbourhood,Bedrooms,Built in year,Ownership,Notify about incorrect advertisement,Kitchen,Sanitary arrangements,Heating and ventilation,Communications and security,Data from realestate book,Register number,Additional information,This floor/Number of floors,Kulud suvel/talvel
"House for sale, Järve 5, Vana-Antsla, Antsla vald, Võrumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 404 m², total area 560 m²",https://www.kv.ee/maja-mis-toodab-sulle-iga-kuu-uurilistelt-lisaraha-2060030.html,"57.8627902303563,26.5249443054199",120000,12,560 m²,2,renovated,ready,1260 m²,,,"parking free parking, public transport, TV-set, terrace, electricity, 3*380V, furnishing possibility, furniture, garage","neighbours next to neighbours, Ülemine järv lake 5 m, beach length 120 m, location in the center location, surrounding buildings private houses and apartment buildings, near forest, roads paved roads",,1832,private property,Notify about incorrect advertisement,"stove heated with firewood, refridgerator, kitchen furniture","water boiler, bath, sauna, toilet room and bathroom separate, shower, urban water, sewerage, washing machine","stove heating, electric heating, fireplace","cable TV, fenced with garden, steel door, neighbourhood watch",Data from realestate book,,,,
"Cottage for sale, 1 bedrooms, Kopli tee 7, Kalana, Hiiumaa vald, Hiiumaa - Real estate portal KV.EE ",Total area 24 m²,https://www.kv.ee/uus-hind-kliendipaev-eelregistreerimisega-11-12-ke-3303961.html,"58.9219784,22.0782947",76000,2,24 m²,2,,,4087 m²,39201:001:0512,Missing,,,1,2019,,,,,,,,,,,
"House for sale, 4 bedrooms, Kaatri, Tamme, Elva vald, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 240.8 m²",https://www.kv.ee/muua-maja-mida-saab-koheselt-kasutada-puhkemajana-3303144.html,"58.2537196834908,26.1383699853902",139000,5,240.8 m²,2,Good condition,ready,,,Missing,"packet windows, deep well, electricity, furniture","roads in good condition roads, Võrtsjärv lake 50 m",4,2007,private property,Notify about incorrect advertisement,,"sauna, local water, sewerage",,,Data from realestate book,1733904,,,
"House for sale, 2 bedrooms, Tedre tee 32, Muraste, Harku vald, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 152.8 m²",https://www.kv.ee/muuakse-elamuks-kohandatud-aiamaja-looduskaunis-ko-3303131.html,"59.4624373,24.4439763",149000,3,152.8 m²,2,,,1470 m²,,-,,,2,1984,private property,,"electric stove, kitchen 7 m²","sauna, shower, washing machine","liquid fuel, stove heating, combined heating",fenced with garden,,,"3*380V, packet windows, parquet, garage, parking free parking, public transport, farm building, box-room",,
"House for sale, Väike-Teresa, Ageri, Järva vald, Järvamaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 147.6 m²",https://www.kv.ee/muua-jarva-vallas-ageri-kulas-puitkonstruktsioonis-3302814.html,"59.08998002484,25.726513580866",13000,4,147.6 m²,,needs renovating,,1752 m²,12902:003:0218,,,roads paved roads,,1960,private property,Notify about incorrect advertisement,,,,,,,,1/1,
"House for sale, Tallinna tn 51, Kuressaare linn, Saaremaa vald, Saaremaa - Real estate portal KV.EE ","Private ownership, stone house, total area 248.6 m²",https://www.kv.ee/muua-kuressaare-linnas-tallinna-tanaval-asuv-renov-3302167.html,"58.258207,22.498431",465000,,248.6 m²,,renovated,,1231 m²,34901:008:0070,Missing,,,,1959,private property,,"electric stove, refridgerator, kitchen furniture","water boiler, sauna, shower, washing machine, sewerage, urban water",combined heating,"Internet, cable TV, fenced with garden",Data from realestate book,,"new sewerage, open kitchen, farm building, parking free parking, separate rooms, furnishing possibility, packet windows, parquet, box-room, wall cupboard, new electricity, organisation through the few floors, street entrance, frontdoor locked, wall brick wall, roof tin roof",,
"House for sale, 1 bedrooms, Laagri, Saue vald, Harjumaa - Real estate portal KV.EE ",Total area 30 m²,https://www.kv.ee/kompaktne-aastaringne-maja-transport-ule-eesti-hub-3301988.html,"59.3485553,24.6144855",25000,2,30 m²,1,all brand-new,ready,,,-,"furniture, packet windows",,1,,,,"electric stove, kitchen furniture","shower, water boiler",õhksoojuspump,,Data from realestate book,,,,
"Farmhouse for sale, Aburi, Väike-Maarja vald, Lääne-Virumaa - Real estate portal KV.EE ","Private ownership, panel house, total area 322 m²",https://www.kv.ee/muua-renoveerimist-vajav-palkmaja-rakverest-ca-18-3300117.html,"59.1871298,26.2574952",12000,4,322 m²,1,needs renovating,roofed box,10000 m²,92702:001:1381,,,"Porkuni järv lake 3 m, surrounding buildings private houses, location outside settlement location, roads in satisfactory condition roads",,,private property,Notify about incorrect advertisement,,,,,,,farm building,,
"House for sale, 2 bedrooms, Nüpli, Otepää vald, Valgamaa - Real estate portal KV.EE ","Private ownership, log house, house area 131.8 m², total area 168.6 m²",https://www.kv.ee/muua-uus-oma-metsatuka-ja-kalarikka-tiigiga-palkma-3094035.html,"58.0245976,26.4997986",339000,5,168.6 m²,2,all brand-new,ready,,,-,"garage, packet windows, parquet, farm building, box-room, wall cupboard, TV-set, terrace, electricity, dressing room, 3*380V, furniture","neighbours farther neighbours, near forest, location outside settlement location, water body: Põhjakalda tiik",2,2017,private property,Notify about incorrect advertisement,"ceramic shove, refridgerator, kitchen furniture","shower, water boiler, sauna, local water, sewerage, pool, washing machine","heated floors, geothermic heating, fireplace","cable TV, neighbourhood watch, security system",Data from realestate book,,,,
"House for sale, 2 bedrooms, Saadi, Voose, Anija vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 162 m²",https://www.kv.ee/muua-armas-maja-anija-vallas-voose-kulas-privaatne-3299775.html,"59.2061828,25.4223314",129000,3,162 m²,1,,,2297 m²,14002:003:0271,,"new sewerage, well, new electricity, separate entryway, public transport, separate rooms, water, electricity, basement, parking free parking, 3*380V, furnishing possibility, roof tar paper roof","near forest, water body river near",2,1901,private property,Notify about incorrect advertisement,"ceramic shove, kitchen furniture","shower, water boiler, sauna, urban water","õhksoojuspump, heated floors, stove heating",,Data from realestate book,,,,
"House for sale, Nurme tn 13, Aseri, Viru-Nigula vald, Lääne-Virumaa - Real estate portal KV.EE ","Private ownership, panel house, total area 389.4 m²",https://www.kv.ee/pohieramu-on-ehitusjargus-katusega-akendega-karp-s-3299044.html,"59.445881,26.871185",84000,,389.4 m²,3,ready,,2365 m²,15401:004:0067,Missing,"ventilation, water, roof tar paper roof",,,1994,private property,,,"toilet room and bathroom separate, sewerage, urban water",stove heating,,,,,,
"House for sale, Laagri, Saue vald, Harjumaa - Real estate portal KV.EE ",Total area 30 m²,https://www.kv.ee/kompaktne-aastaringne-maja-transport-ule-eesti-hub-3297559.html,"59.3485553,24.6144855",25000,2,30 m²,1,all brand-new,ready,,,-,"furnishing possibility, packet windows",,,,,Notify about incorrect advertisement,,"shower, water boiler",electric heating,,Data from realestate book,,,,
"House for sale, 4 bedrooms, Nurme tn 56b, Narva-Jõesuu linn, Narva-Jõesuu, Ida-Virumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 551 m², total area 816 m²",https://www.kv.ee/igati-ainulaadne-unikaalne-valdus-liivaranna-aares-3297032.html,"59.4480196,28.0257748",799000,7,816 m²,1,Good condition,ready,,,-,,,4,1997,private property,Notify about incorrect advertisement,,,"gas heating, geothermic heating",,Data from realestate book,3802908,,,- /  300 €
"House for sale, 4 bedrooms, Karikakra tee 6, Tiskre, Harku vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 182.9 m²",https://www.kv.ee/muua-linnast-koigest-15minutilise-autosoidu-kaugus-3383408.html,,,5,182.9 m²,2,all brand-new,,2002 m²,,A,"terrace, packet windows, parquet, garage",,4,2022,private property,Notify about incorrect advertisement,,"toilet room and bathroom separate, bath, sauna, urban water, sewerage","heated floors, geothermic heating",Internet,Data from realestate book,,,,
"House for sale, Tõnismaa, Lemsi, Kihnu vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, log house",https://www.kv.ee/muua-lemsi-kulas-ca-300-m-kaugusel-kihnu-sadamast-3296089.html,"58.1378122,24.0098159",260000,,,,ready,,10522 m²,30301:001:0464,Missing,new electricity,water body sea near,,2008,private property,Notify about incorrect advertisement,,"shower, local water",fireplace,,Data from realestate book,,,,
"House for sale, 3 bedrooms, Vee, Lihula linn, Lääneranna vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 134.5 m²",https://www.kv.ee/kaunis-kodu-kus-on-4-tuba-kook-ja-wcdusiruum-kaks-3296063.html,"58.6866719,23.8352255",114000,4,134.5 m²,1,renovated,,1192 m²,,,"farm building, garage, separate rooms, 3*380V, closed courtyard, roof asbestos cement roof",,3,1975,private property,Notify about incorrect advertisement,stove heated with firewood,"shower, water boiler, urban water","stove heating, õhksoojuspump, solid fuel","Internet, cable TV, fenced with garden",Data from realestate book,,,,
"House for sale,  Viktori, Perjatsi, Narva-Jõesuu, Ida-Virumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 146 m²",https://www.kv.ee/muua-kinnistu-sillamae-linna-kuljel-100-elamuma-ki-3296036.html,"59.390091,27.814598",29900,,146 m²,,needs renovating,,1106 m²,85101:001:0385,Missing,,,,1946,private property,,,,stove heating,,,4211108,roof asbestos cement roof,,
"House for sale, Mäe, Tialasõ, Rõuge vald, Võrumaa - Real estate portal KV.EE ","Private ownership, log house, house area 83.9 m², total area 105 m²",https://www.kv.ee/muua-maja-tialaso-kulas-rouge-vallas-voru-maakonna-3295880.html,,,4,105 m²,1,satisfactory,ready,29700 m²,,Missing,"farm building, well, garage, electricity","neighbours at one side neighbours, surrounding buildings private houses, location outside settlement location, roads in good condition roads, water body water body other near",,1980,private property,Notify about incorrect advertisement,"refridgerator, kitchen furniture","shower, water boiler, washing machine, local water, sewerage",stove heating,,Data from realestate book,,,,
"House for sale, 3 bedrooms, Pihlakmäe, Pikevere, Väike-Maarja vald, Lääne-Virumaa - Real estate portal KV.EE ","Private ownership, log house, total area 187.1 m²",https://www.kv.ee/muua-suur-talukompleks-metsa-sees-talukompleksi-re-3295844.html,"59.050792,26.071172",69900,3,187.1 m²,,Good condition,,20200 m²,,,,,3,1961,private property,Notify about incorrect advertisement,stove heated with firewood,sauna,stove heating,,Data from realestate book,,"water, electricity, parking free parking, 3*380V, well, garret, distance from Tallinn 100 km, wall wooden wall, roof asbestos cement roof",1/1,
"House for sale, 4 bedrooms, Kooli tn 10, Laagri, Saue vald, Harjumaa - Real estate portal KV.EE ","Private ownership, total area 187.1 m²",https://www.kv.ee/pakutav-maja-on-ruumi-ja-avarust-armastavale-voi-l-3295693.html,"59.3481252,24.6208682",449000,5,187.1 m²,1,all brand-new,ready,,,B,,"surrounding buildings private houses and apartment buildings, location in the center location, roads paved roads, neighbours around neighbours",4,2021,private property,Notify about incorrect advertisement,,"sauna, toilet room and bathroom separate, shower, sewerage, urban water","õhksoojuspump, heated floors, combined heating",,Data from realestate book,,,,
"House for sale, Kalevi, Viljandi, Viljandimaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 301.1 m²",https://www.kv.ee/muua-korterelamu-vaikses-piirkonnas-kalevi-tanaval-3295254.html,"58.363301441793,25.57377709896",100000,8,301.1 m²,2,ready,,,89718:001:0660,Missing,"3*380V, electricity",,,,private property,,,"sewerage, urban water",stove heating,,Data from realestate book,,,,
"Farmhouse for sale, Siimu, Omedu, Mustvee vald, Jõgevamaa - Real estate portal KV.EE ","Private ownership, log house, house area 101 m², total area 155 m²",https://www.kv.ee/maja-asub-omedu-kula-servas-peipsi-jarve-lahedal-k-3294547.html,"58.768256557171,27.0373615927734",32000,3,155 m²,1,needs renovating,ready,6502 m²,,Missing,"farm building, well, electricity",,,1908,private property,Notify about incorrect advertisement,,,,,Data from realestate book,,,,
"House for sale, Roostiku 27, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 476.5 m²",https://www.kv.ee/muua-imeline-elamu-erilises-asukohas-koik-esimese-3294503.html,"59.4413635,24.5709492",1200000,5,476.5 m²,2,all brand-new,,1521 m²,78406:612:0142,,"balcony , open kitchen, furniture, dressing room, electricity, high ceilings, separate rooms, water","surrounding buildings private houses, water body sea near",,2014,private property,Notify about incorrect advertisement,"refridgerator, kitchen furniture","bath, shower, sauna, toilet room and bathroom separate, washing machine","fireplace, geothermic heating","security system, video cameras",,,,,
"House for sale, Raudlepa, Rakvere vald, Lääne-Virumaa - Real estate portal KV.EE ","<strong>Lisainfo:</strong> electricity, 3*380V ",https://www.kv.ee/muua-hea-asukohaga-vana-talukoht-tallinnnarva-maan-3294206.html,"59.3594812,26.5048808",49600,,,,,,11462 m²,77002:003:0031,,,,,,,Notify about incorrect advertisement,,,,,Data from realestate book,,,,
"House for sale,  Kibuspuu, Orjaku, Hiiumaa vald, Hiiumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 85.9 m²",https://www.kv.ee/muua-kinnistu-maalilise-hiiumaa-lounarannikul-kass-3293516.html,"58.793743,22.773137",199000,4,85.9 m²,2,,,10056 m²,20501:001:1453,,electricity,,,1995,private property,Notify about incorrect advertisement,,,stove heating,,,392633,,,
"House for sale, Kuldre, Antsla vald, Võrumaa - Real estate portal KV.EE ","Private ownership, house area 70 m², total area 80 m²",https://www.kv.ee/muua-maja-ja-kinnistu-vorumaal-kinnistu-koos-hoone-3293413.html,"57.8977723,26.4777365",29900,4,80 m²,1,sanitary renovation needed,ready,30111 m²,,,"electricity, furniture, garage, well, wall cupboard","surrounding buildings private houses, roads in good condition roads",,1970,private property,Notify about incorrect advertisement,"stove heated with firewood, kitchen furniture",,"stove heating, solid fuel",,Data from realestate book,,,,
"House for sale,  Tallimehe, Viitina, Rõuge vald, Võrumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 656.7 m²",https://www.kv.ee/muua-vorumaal-rouge-vallas-viitina-kullas-tallimeh-3292517.html,"57.690731,26.944091",37000,,656.7 m²,1,needs renovating,,6283 m²,69702:002:0064,Missing,roof asbestos cement roof,,,1900,private property,,,,,,,,,,
"House for sale, Pärna tn 46, Kuressaare linn, Saaremaa vald, Saaremaa - Real estate portal KV.EE ","Private ownership, stone house, total area 295 m²",https://www.kv.ee/muua-maja-vaga-hinnatud-ja-rahulikus-piirkonnas-pa-3292163.html,"58.2509195,22.4882713",294500,5,295 m²,3,Good condition,ready,929 m²,,-,,"surrounding buildings private houses, roads in good condition roads",,2012,private property,Notify about incorrect advertisement,"ceramic shove, refridgerator, kitchen furniture","shower, sauna, bath, urban water, sewerage, washing machine","geothermic heating, combined heating, fireplace","Internet, phone, cable TV, fenced with garden",Data from realestate book,,"wall cupboard, basement, TV-set, electricity, dressing room, furnishing possibility, furniture, packet windows, parking free parking, box-room",,
"House for sale, 3 bedrooms, Ehituskivi 1, Türisalu, Harku vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 130 m², total area 160 m²",https://www.kv.ee/muua-2kordne-maja-keila-joa-kulje-all-maja-ehit-a-3292104.html,"59.3986928,24.3109969",185000,5,160 m²,2,Good condition,,1000 m²,,,"farm building, well, deep well, box-room, terrace, electricity, dressing room, 3*380V, furnishing possibility, packet windows, garage, public transport",,3,2008,private property,Notify about incorrect advertisement,,"water boiler, toilet room and bathroom separate, bath, shower, local water, sewerage","central heating, õhksoojuspump, combined heating, fireplace",fenced with garden,Data from realestate book,,,,
"House for sale, Seidla Mõis, Seidla, Järva vald, Järvamaa - Real estate portal KV.EE ","Stone house, total area 854.7 m²",https://www.kv.ee/avaliku-muuki-on-tulnud-ajalooline-seidla-mois-kog-3291238.html,"59.0969097,25.6985683",350000,14,854.7 m²,3,needs renovating,,63900 m²,12902:002:1210,Missing,roof tiled roof,,,1785,,,,,,,,,,,
"House for sale, Päidla, Otepää vald, Valgamaa - Real estate portal KV.EE ","Private ownership, stone house, total area 93.5 m²",https://www.kv.ee/muua-maakodu-otepaa-lahistel-kaunis-kohas-kuppelma-3290771.html,"58.1414771,26.4710254",75500,5,93.5 m²,2,Good condition,ready,32500 m²,,,terrace,,,1967,private property,Notify about incorrect advertisement,,,,,,,,,
"House for sale, 3 bedrooms, Viljandi mnt 3, Rõngu, Elva vald, Tartumaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 151.8 m², total area 163.8 m²",https://www.kv.ee/rongu-on-tegus-alevik-kus-elu-toimib-nii-noorte-ku-3256725.html,"58.143264,26.2455417",75000,5,163.8 m²,2,,,1840 m²,69402:002:0206,,"parking free parking, 3*380V, packet windows, public transport, box-room","location in the center location, roads in good condition roads",3,1958,private property,Notify about incorrect advertisement,,"shower, sewerage, local water, urban water",combined heating,"Internet, phone, fenced with garden",,,,,
"House for sale, Annikoru, Elva vald, Tartumaa - Real estate portal KV.EE ","Private ownership, total area 159.8 m²",https://www.kv.ee/uus-hind-muua-kahekorruseline-5-toaga-elamu-tartus-3090757.html,"58.2615982,26.3034109",52000,5,159.8 m²,2,sanitary renovation needed,,3551 m²,,Missing,,,,,private property,,,"sauna, local water",,,Data from realestate book,,"farm building, box-room, electricity, 3*380V, well",,
"Cottage for sale, 3 bedrooms,  30, Illurma, Lääne-Harju vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 109.1 m²",https://www.kv.ee/laane-harju-vallas-muuakse-looduskaunis-asukohas-s-3290109.html,"59.3365127,24.3059269",116000,4,109.1 m²,2,Good condition,ready,,,Missing,"parking free parking, 3*380V, furniture, garage, public transport, farm building, deep well, box-room, TV-set, electricity","near forest, roads in good condition roads, neighbours next to neighbours",3,2002,private property,Notify about incorrect advertisement,"stove heated with firewood, refridgerator, kitchen furniture","shower, toilet room and bathroom separate, sauna, local water, sewerage","electric heating, stove heating, fireplace","cable TV, neighbourhood watch",Data from realestate book,,,,
"House for sale, Rehe, Viljandi, Viljandimaa - Real estate portal KV.EE ","Private ownership, total area 259.6 m²",https://www.kv.ee/muua-ehitusjargus-elamu-rehe-tanaval-kinnistu-suur-3289828.html,"58.374683809709,25.580060441716",75000,6,259.6 m²,2,ready,,,,Missing,"parking free parking, electricity",roads paved roads,,,private property,Notify about incorrect advertisement,,"sewerage, urban water",,,Data from realestate book,,,,
"House for sale, 4 bedrooms, Pilliroo 4, Tammiste, Tori vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 228.5 m²",https://www.kv.ee/muua-parnu-linna-ja-parnu-joe-vahetuslaheduses-tam-3289776.html,"58.3675793,24.5685162",159000,6,228.5 m²,2,all brand-new,,1104 m²,,,"new sewerage, kitchen, open kitchen, parking free parking, separate rooms, new electricity, closed courtyard, public transport, electricity, parquet, roof profiled roof","near forest, water body river near",4,2020,private property,Notify about incorrect advertisement,"ceramic shove, refridgerator","water boiler, sauna, shower, urban water","stove heating, õhksoojuspump","neighbourhood watch, fenced with garden",Data from realestate book,,,,
"House for sale, 10 bedrooms, Mäe ja Kivimäe, Pajumõisa, Saaremaa vald, Saaremaa - Real estate portal KV.EE ","Private ownership, log house, total area 395 m²",https://www.kv.ee/uus-hind-muua-mae-kinnistu-kat-nr-301010030367-4-1-3289671.html,"58.367860897462,22.060600847299",339000,13,395 m²,2,renovated,,29152 m²,,,"new sewerage, kitchen, open kitchen, deep well, box-room, new electricity, parking free parking, closed courtyard, farm building, 3*380V, furniture","near forest, water body sea near",10,1926,private property,Notify about incorrect advertisement,"electric stove, refridgerator","water boiler, sauna, shower, local water","stove heating, heated floors, electric heating, fireplace, fireplace","Internet, fenced with garden",Data from realestate book,,,,
"Cottage for sale, Vanksiõue, Jõesuu, Tori vald, Pärnumaa - Real estate portal KV.EE ","Wooden house, total area 100 m²",https://www.kv.ee/muua-parnu-joe-kaldal-kunagise-talu-oueaiamaa-koos-3289428.html,"58.479424,24.899147",30000,4,100 m²,1,needs renovating,,20000 m²,80802:001:0235,Missing,"public transport, well, parking free parking, roof asbestos cement roof",,,1968,,,,,,,,,,,
"House for sale, Leola tn 20a, Viljandi, Viljandimaa - Real estate portal KV.EE ","Private ownership, house area 69.9 m², total area 180.9 m²",https://www.kv.ee/muua-kinnistu-viljandi-kesklinnas-leola-tanava-aar-3289367.html,"58.36845,25.5926072",105000,5,180.9 m²,2,needs renovating,,573 m²,89704:002:0160,Missing,,,,,private property,,stove heated with firewood,,stove heating,,,,,,
"House for sale, 4 bedrooms, Vana-Kubja 12, Kõrveküla, Tartu vald, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 165.1 m², total area 200 m²",https://www.kv.ee/suurkubja-arendussuurkubja-arendus-holmab-31-uhepe-3289230.html,"58.4287872,26.7695567",299000,6,200 m²,1,all brand-new,ready,,,A,"balcony 37 m², parking free parking, packet windows, parquet, terrace, electricity","roads paved roads, location in the center location",4,2021,private property,Notify about incorrect advertisement,,"toilet room and bathroom separate, shower, sauna, urban water, sewerage","heated floors, geothermic heating",neighbourhood watch,Data from realestate book,,,,
"House for sale, 3 bedrooms, 3. Paemurru 24, Narva, Ida-Virumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 202.7 m²",https://www.kv.ee/oma-kinnisvara-hindamiseks-voi-muumiseks-kirjuta-3288990.html,"59.368013,28.1701443",150000,6,202.7 m²,2,ready,,703 m²,,,"kitchen, dressing room, ventilation, furniture, street entrance, separate rooms, separate entryway, electricity, TV-set, parquet",,3,2008,apartment ownership,Notify about incorrect advertisement,"electric stove, kitchen 7 m², refridgerator","sauna, water boiler, bath, shower, washing machine, urban water, local water","electric heating, fireplace, conditioner",steel door,,,,,
"House for sale, 2 bedrooms, Lõuna 4 A, Valga linn, Valga vald, Valgamaa - Real estate portal KV.EE ","Private ownership, stone house, house area 71 m²",https://www.kv.ee/valga-linnas-muua-vaikses-ja-rahulikus-linnaosas-e-2983932.html,"57.7770816,26.0315224",66000,5,,2,renovated,,859 m²,85401:010:1910,,,"location in suburb location, roads in good condition roads, neighbours around neighbours, water body lake near, surrounding buildings private houses",2,1963,private property,Notify about incorrect advertisement,"stove heated with firewood, kitchen 9 m², kitchen furniture","water boiler, shower, urban water, sewerage, washing machine","electric heating, stove heating","steel door, neighbourhood watch, fenced with garden",,,"parking free parking, basement, electricity, 3*380V, furnishing possibility, furniture, packet windows, parquet, garage, public transport, farm building",,
"House for sale, 3 bedrooms, Ute 5, Lemmatsi, Kambja vald, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 212.4 m², total area 241.9 m²",https://www.kv.ee/muua-2019-aastal-valminud-uhepereelamu-elamu-paikn-3288181.html,"58.3294488,26.6319068",348000,5,241.9 m²,2,all brand-new,ready,,,,"balcony 14.6 m², packet windows, garage, parquet, box-room, terrace","neighbours next to neighbours, near forest, surrounding buildings private houses, location in suburb location, roads in good condition roads, Ropka lake 2 km",3,2019,private property,Notify about incorrect advertisement,kitchen furniture,"sauna, urban water, sewerage","heated floors, geothermic heating",fenced with garden,Data from realestate book,,,,
"House for sale, 2 bedrooms, Sepa, Käru, Väike-Maarja vald, Lääne-Virumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 62.3 m²",https://www.kv.ee/vaikemaarja-vallas-karu-kulas-muua-talukoht-renove-3288058.html,"58.970195669973,26.44135664773",35000,3,62.3 m²,1,needs renovating,,10244 m²,16102:001:0514,,roof asbestos cement roof,water body river near,2,,private property,Notify about incorrect advertisement,stove heated with firewood,,stove heating,,,,,,
"House for sale, 4 bedrooms, Allika, Saue vald, Harjumaa - Real estate portal KV.EE ",Total area 100 m²,https://www.kv.ee/teie-ees-on-2-maja-tuupi1-kvadromaja-uudse-nelja-t-3286616.html,"59.4568032,24.9890145",150000,4,100 m²,1,all brand-new,,,,-,,,4,,,Notify about incorrect advertisement,,,,,Data from realestate book,,"terrace, dressing room, parquet",,
"House for sale, 2, Tabasalu, Harku vald, Harjumaa - Real estate portal KV.EE ",Total area 439.9 m²,https://www.kv.ee/harjumaa-harku-vald-tabasalu-ranniku-tee-2-kogupin-3286130.html,"59.4285375,24.5573472",329998,,439.9 m²,,,,,,-,,,,,,Notify about incorrect advertisement,,,,,Data from realestate book,,,,
"House for sale, 2 bedrooms, Uue-Leppoja, Metsapoole, Häädemeeste vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, log house, total area 74 m²",https://www.kv.ee/parnu-linnapiirist-50km-kaugusel-riia-poole-ootab-3283187.html,"57.903479,24.424",45000,3,74 m²,1,sanitary renovation needed,,35400 m²,,Missing,"parking free parking, well, separate rooms, 3*380V, electricity, roof asbestos cement roof","location outside settlement location, near forest, water body water body other near",2,1926,private property,Notify about incorrect advertisement,stove heated with firewood,sauna,stove heating,,Data from realestate book,,,,
"House for sale, Võsu, Haljala vald, Lääne-Virumaa - Real estate portal KV.EE ","Panel house, total area 1,882.6 m²",https://www.kv.ee/kenas-mereaarses-kuurordis-on-vaiksel-metsaveerel-3283130.html,"59.571826655515,25.95637416286",890000,30,1882.6 m²,3,ready,,11313 m²,,Missing,"balcony , kitchen, 3*380V, furnishing possibility, furniture, high ceilings, deep well, farm building, garage, roof tin roof",near forest,,,,Notify about incorrect advertisement,"electric stove, refridgerator","shower, sauna, water boiler, bath, local water, washing machine","solid fuel, conditioner",security system,Data from realestate book,,,,
"House for sale, 4 bedrooms, Merimetsa 29, Raeküla, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 200 m²",https://www.kv.ee/kaasaegne-ja-kvaliteetne-maja-parnus-raekulasmaits-3282510.html,"58.3583394,24.560709",335000,5,200 m²,2,all brand-new,,706 m²,,,"open kitchen, parquet, electricity, dressing room, garage, closed courtyard, public transport, separate rooms, water, farm building, roof tiled roof","surrounding buildings private houses, water body sea near, in the city location",4,2021,private property,Notify about incorrect advertisement,,"toilet room and bathroom separate, bath, sauna, shower, urban water, sewerage",geothermic heating,fenced with garden,Data from realestate book,,,,
"House for sale, 3 bedrooms, Kuldre, Antsla vald, Võrumaa - Real estate portal KV.EE ","Private ownership, log house, house area 60 m², total area 100 m²",https://www.kv.ee/muua-talumaja-vorumaal-antsla-vallas-kuldre-kulas-3281254.html,"57.8977723,26.4777365",33900,4,100 m²,1,needs renovating,ready,21400 m²,,-,,"near forest, surrounding buildings private houses, location in suburb location, roads in good condition roads",3,,private property,Notify about incorrect advertisement,,,stove heating,,Data from realestate book,,"farm building, well, electricity",,
"Cottage for sale, Ploomi 5, Sindi linn, Tori vald, Pärnumaa - Real estate portal KV.EE ","Wooden house, total area 32 m²",https://www.kv.ee/kaks-suvilat-uhel-krundil-kinnistu-521-m2-1-moodul-3281014.html,"58.3983,24.6634023",65000,1,32 m²,1,,,521 m²,74101:003:0310,Missing,"new sewerage, kitchen, open kitchen, well, public transport, electricity, parquet, new electricity, roof asbestos cement roof",,,2018,,,electric stove,"shower, water boiler, washing machine, urban water",,"steel door, neighbourhood watch",Data from realestate book,,,,
"House for sale, 4 bedrooms, Paldiski mnt 249, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Private ownership, log house, total area 141.1 m²",https://www.kv.ee/hoonestuse-kavandamine-paldiski-mnt-249-kinnistu-k-3279033.html,"59.396733,24.59734",229000,5,141.1 m²,2,needs renovating,,1500 m²,,,"street entrance, 3*380V, deep well, parking free parking, electricity, packet windows, roof asbestos cement roof",,4,1927,private property,Notify about incorrect advertisement,,"water boiler, sauna, local water","heated floors, fireplace",steel door,Data from realestate book,,,,
"Cottage for sale, 1 bedrooms, Karikakra tn 18, Paldiski linn, Lääne-Harju vald, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 20 m², total area 40 m²",https://www.kv.ee/pakkumisel-puidust-omanaoline-suvilakompleks-paldi-3278927.html,"59.3523302,24.0762389",24990,2,40 m²,1,needs renovating,ready,,,Missing,"parking free parking, public transport, farm building, box-room, electricity, furnishing possibility","near forest, neighbours next to neighbours, water body sea near, location in suburb location, roads in good condition roads",1,1975,private property,Notify about incorrect advertisement,,local water,,,Data from realestate book,13422002,,,
