,Title,Description,Link,Location,Price,Rooms,Total area,Number of floors,Condition,Readiness,Ground area,Cadastre no.,Energy mark,Lisainfo,Neighbourhood,Bedrooms,Built in year,Ownership,Notify about incorrect advertisement,Kitchen,Sanitary arrangements,Heating and ventilation,Communications and security,Data from realestate book,Register number,Additional information,This floor/Number of floors,Kulud suvel/talvel,population
1582,"House for sale, Kundsa, Rõuge vald, Võrumaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 140 m², total area 246 m²",https://www.kv.ee/privaatne-talu-ostja-saab-endale-10-000-ruutmeetri-3358411.html,"57.6551608,27.3036948",35000.0,4.0,246 m²,1.0,needs renovating,,10000 m²,,,,,,1909.0,private property,Notify about incorrect advertisement,,,,,,2083441.0,,,,4.0
1583,"House for sale, 4 bedrooms, Rootsi, Poka, Kastre vald, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 195.4 m²",https://www.kv.ee/muua-kaks-korvuti-asuvat-kinnistut-rootsi-ja-vaike-3358406.html,"58.3165706,26.967607",250000.0,6.0,195.4 m²,3.0,,,8301 m²,29101:001:0243,,"balcony , basement, farm building, wall cupboard, water, electricity, roof profiled roof","near forest, water body lake near",4.0,1937.0,private property,,"electric stove, refridgerator, kitchen furniture","water boiler, shower, sauna, urban water, washing machine","central heating, electric heating, stove heating, fireplace, fireplace","Internet, security system, fenced with garden",,,,,,49.0
1584,"House for sale, Kungla kuur, Varbola, Märjamaa vald, Raplamaa - Real estate portal KV.EE ","Private ownership, stone house, total area 93 m²",https://www.kv.ee/strateegilisel-asukohal-paiknev-ehitis-varbola-kul-3358402.html,"59.045429598778,24.450748011976",33000.0,,93 m²,,ready,,515 m²,50401:001:0014,Missing,"parking free parking, 3*380V, electricity",roads paved roads,,1850.0,private property,,,,,,,,,1/1,,68.0
1585,"House for sale, 5 bedrooms, Tuule 8, Häädemeeste, Häädemeeste vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 133.6 m², total area 133.6 m²",https://www.kv.ee/suure-krundiga-hubane-maja-romantilisel-rannateel-3358391.html,"58.0822752,24.4919416",105000.0,7.0,133.6 m²,2.0,Good condition,ready,,,Missing,"parking free parking, farm building, box-room, electricity, 3*380V, furnishing possibility, packet windows, garage, public transport","neighbours next to neighbours, water body sea 600 m, near forest, surrounding buildings private houses, location in suburb location, roads in good condition roads",5.0,1981.0,private property,Notify about incorrect advertisement,"stove heated with firewood, refridgerator, kitchen furniture","sauna, water boiler, shower, urban water","stove heating, fireplace","Internet, neighbourhood watch",Data from realestate book,,,,,217.0
1586,"House for sale, Keskuse tn 6, Sauga, Tori vald, Pärnumaa - Real estate portal KV.EE ","Joint ownership, log house, total area 64.8 m²",https://www.kv.ee/muua-renoveerimist-vajav-maja-sauga-alevikus-2-km-3358324.html,"58.4304265,24.493951",39000.0,2.0,64.8 m²,1.0,needs renovating,,587 m²,73001:001:1109,,"separate entryway, public transport, roof asbestos cement roof",water body sea near,,1901.0,joint ownership,Notify about incorrect advertisement,stove heated with firewood,urban water,stove heating,,,,,,,569.0
1587,"House for sale, Keskväljak 12, Paide linn, Paide, Järvamaa - Real estate portal KV.EE ","Private ownership, stone house, house area 344.6 m², total area 384.4 m²",https://www.kv.ee/muugile-on-tulnud-poneva-ajaloo-ja-suureparase-asu-3351096.html,"58.886664,25.5708777",235000.0,18.0,384.4 m²,3.0,Good condition,,676 m²,56601:007:0001,,,"location in the center location, roads in good condition roads, water body Paide tehisjärv 800 m",,1917.0,private property,Notify about incorrect advertisement,"ceramic shove, refridgerator","bath, shower, urban water, sewerage, washing machine",central heating,fenced with garden,,,"box-room, electricity, 3*380V, parking free parking, public transport",,,3053.0
1588,"House for sale, 4 bedrooms, Raadiojaama tee 2, Ülejõe, Rae vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 170 m²",https://www.kv.ee/muua-hubane-ja-ilus-kodu-ulejoel-lagedi-keskuse-la-3338915.html,"59.4064893,24.9361396",340000.0,5.0,170 m²,2.0,Good condition,,805 m²,,-,,"surrounding buildings private houses and apartment buildings, roads in good condition roads",4.0,1977.0,private property,Notify about incorrect advertisement,"ceramic shove, refridgerator, kitchen furniture","water boiler, toilet room and bathroom separate, bath, sauna, shower, urban water, sewerage","õhksoojuspump, heated floors, combined heating, fireplace","Internet, phone, cable TV, fenced with garden, security system, steel door",Data from realestate book,,"balcony 12 m², box-room, dressing room, furniture, packet windows, parquet, public transport, wall cupboard, terrace, electricity",,100 € /  300 €,524.0
1589,"House for sale, Tehnika 153, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 480 m²",https://www.kv.ee/muua-suure-potentsiaaliga-kortermaja-suureparases-3358245.html,"59.4187254,24.7492946",1250000.0,5.0,480 m²,3.0,ready,,803 m²,78401:110:2880,,"open kitchen, electricity, dressing room, separate entryway, closed courtyard, parking free parking, water, furnishing possibility","location in the center location, surrounding buildings apartment buildings",,1956.0,private property,Notify about incorrect advertisement,kitchen furniture,"water boiler, toilet room and bathroom separate, shower, bath, urban water, washing machine","electric heating, heated floors","cable TV, fenced with garden",,,,,,5368.0
1590,"House for sale, 5 bedrooms, Meeme tn 19, Viljandi, Viljandimaa - Real estate portal KV.EE ","Apartment ownership, log house, total area 138.2 m²",https://www.kv.ee/kas-ka-sina-oled-otsinud-juba-kaua-viljandisse-hea-3357906.html,"58.3688129,25.6093522",154900.0,7.0,138.2 m²,2.0,,,1086 m²,89709:001:0060,,"open kitchen, new electricity, box-room, electricity, 3*380V, public transport, roof tin roof",water body lake near,5.0,1936.0,apartment ownership,Notify about incorrect advertisement,,urban water,stove heating,Internet,,,,,,1757.0
1591,"House for sale, 3 bedrooms, Karja, Kuressaare linn, Saaremaa vald, Saaremaa - Real estate portal KV.EE ","Private ownership, stone house, house area 153 m², total area 153.1 m²",https://www.kv.ee/kinnistu-pindalaga-603-m2-krundil-2-heas-korras-er-3287495.html,"58.2509053873178,22.4968471409287",145000.0,6.0,153.1 m²,2.0,Good condition,ready,,,Missing,,"location in the center location, surrounding buildings private houses",3.0,1965.0,private property,Notify about incorrect advertisement,refridgerator,"water boiler, toilet room and bathroom separate, sauna, bath, urban water, sewerage","stove heating, õhksoojuspump, electric heating, fireplace",fenced with garden,Data from realestate book,,"furnishing possibility, parking free parking, packet windows, farm building, well, TV-set, electricity, wall wooden wall, roof asbestos cement roof",,,2981.0
1592,"House for sale, 3 bedrooms, Ampri põik 3, Lubja, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Private ownership, house area 122.2 m², total area 122.2 m²",https://www.kv.ee/luksuslik-ja-funktsionalistlik-eramu-asub-lubja-ku-3357787.html,"59.5231014,24.8508428",550000.0,4.0,122.2 m²,1.0,all brand-new,ready,,,B,"TV-set, terrace, electricity, dressing room, furnishing possibility, furniture, packet windows, parquet, parking free parking, wall cupboard","near forest, roads in good condition roads, water body sea near",3.0,2015.0,private property,Notify about incorrect advertisement,"gas stove, refridgerator, kitchen furniture","bath, shower, urban water, sewerage, washing machine","heated floors, geothermic heating","Internet, cable TV",Data from realestate book,11012102.0,,,,85.0
1593,"House for sale, 1 bedrooms, F. R. Kreutzwaldi tn 13b, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ",Total area 35 m²,https://www.kv.ee/oled-unistanud-eraldatud-elamisest-kesklinnas-soov-3357773.html,,,1.0,35 m²,,,,76 m²,78401:113:0067,Missing,"water, roof tin roof",,1.0,,,,,"shower, water boiler, sewerage, urban water",,,Data from realestate book,,,1/1,,0.0
1594,"House for sale, 2 bedrooms,  Kivistiku, Vao, Järva vald, Järvamaa - Real estate portal KV.EE ","Log house, total area 98 m²",https://www.kv.ee/kui-hindad-privaatsemat-elukeskkonda-ja-eelistad-m-3357736.html,"58.941995,25.990141",94000.0,3.0,98 m²,1.0,Good condition,,7101 m²,31403:001:0185,,,,2.0,,,,gas stove,shower,"stove heating, solid fuel",video cameras,Data from realestate book,,"ventilation, water, deep well, roof asbestos cement roof",,,8.0
1595,"House for sale, 3 bedrooms, Tarna --, Sompa, Kohtla-Järve, Ida-Virumaa - Real estate portal KV.EE ","Apartment ownership, total area 117.7 m²",https://www.kv.ee/muua-kaks-2-toalist-korterit-pool-maja-korterid-as-3357637.html,"59.3362862,27.2880218",35000.0,4.0,117.7 m²,2.0,satisfactory,ready,,,,,,3.0,1961.0,apartment ownership,Notify about incorrect advertisement,,,,,Data from realestate book,,,,,396.0
1596,"House for sale, Pärna, Võtikvere, Mustvee vald, Jõgevamaa - Real estate portal KV.EE ","Private ownership, stone house, house area 157 m², total area 200 m²",https://www.kv.ee/voimalik-arendus-projekt-suur-maja-korvalhoonete-j-3357375.html,"58.8492137,26.9241804",30900.0,8.0,200 m²,2.0,,ready,14845 m²,81003:003:1510,,"farm building, well, electricity, 3*380V, packet windows, garage",,,,private property,Notify about incorrect advertisement,,,,,,1369935.0,,,,35.0
1597,"House for sale, 3 bedrooms, Pargi, Valkla, Kuusalu vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 103.2 m²",https://www.kv.ee/muua-hea-asukohaga-maja-kuusalu-vallas-muua-maja-h-3357370.html,"59.4782734,25.3401628",149900.0,6.0,103.2 m²,2.0,ready,,3659 m²,,Missing,"new sewerage, balcony , open kitchen, separate rooms, water, public transport, parquet, 3*380V, furnishing possibility, electricity, street entrance, new electricity, separate entryway, roof tin roof",near forest,3.0,1992.0,private property,Notify about incorrect advertisement,"electric stove, kitchen furniture","shower, bath, water boiler, sauna, urban water","heated floors, stove heating, õhksoojuspump",,Data from realestate book,,,,,155.0
1598,"House for sale, Õie, Kanepi, Kanepi vald, Põlvamaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 131.1 m²",https://www.kv.ee/polvamaal-kanepi-vallas-kanepi-alevikus-on-tulnud-3357342.html,"57.984740409581,26.756554164943",64000.0,4.0,131.1 m²,2.0,needs renovating,,1019 m²,28501:003:0028,,"new sewerage, separate entryway, separate rooms, street entrance, garret, farm building, garage, electricity, 3*380V, roof asbestos cement roof",,,1954.0,private property,Notify about incorrect advertisement,stove heated with firewood,"sauna, shower, water boiler, urban water, washing machine",stove heating,neighbourhood watch,,,,,,520.0
1599,"House for sale, Eikla mõisahoone, Eikla, Saaremaa vald, Saaremaa - Real estate portal KV.EE ","Wooden house, total area 571.2 m²",https://www.kv.ee/muua-eikla-mois-uks-omaparasemaid-puidust-moisahoo-3357284.html,"58.4211905632363,22.5129657756104",120000.0,18.0,571.2 m²,,needs renovating,,11314 m²,27001:002:0010,-,"well, basement",roads paved roads,,1879.0,,,,,,,,,,1/1,,69.0
1600,"Cottage for sale, 2 bedrooms, AÜ Salvo 26, Kaasiku, Saue vald, Harjumaa - Real estate portal KV.EE ","Private ownership, total area 40 m²",https://www.kv.ee/muua-suvila-koos-kinnistuga-tallinna-lahedal-laits-3357270.html,"59.1920095329606,24.3336150320318",45000.0,3.0,40 m²,1.0,,ready,1079 m²,,,"electricity, furniture, deep well, box-room, wall cupboard, TV-set, terrace","near forest, roads in good condition roads",2.0,2008.0,private property,Notify about incorrect advertisement,"refridgerator, kitchen furniture","water boiler, shower, local water, sewerage","electric heating, fireplace",,Data from realestate book,,,,,14.0
1601,"House for sale, Moldova, Lüganuse vald, Ida-Virumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 120 m², total area 180 m²",https://www.kv.ee/muua-3818-m2-suurune-jaani-kinnistu-moldova-kulas-3357264.html,"59.4247006,27.095434",79900.0,4.0,180 m²,2.0,needs renovating,ready,3818 m²,,Missing,"farm building, well, box-room, electricity, 3*380V, garage","neighbours next to neighbours, surrounding buildings private houses, roads in satisfactory condition roads, water body sea 300 m",,1985.0,private property,Notify about incorrect advertisement,"stove heated with firewood, kitchen furniture","sauna, local water","stove heating, fireplace","cable TV, fenced with garden",Data from realestate book,,,,,4.0
1602,"Other for sale, 29 bedrooms, Polli, Mulgi vald, Viljandimaa - Real estate portal KV.EE ","Stone house, house area 1,216.8 m², total area 1,543.4 m²",https://www.kv.ee/hoonete-kompleks-ajaloohuvilisele-suvitamiseks-ari-3357147.html,"58.1279662,25.5392717",149000.0,29.0,1543.4 m²,2.0,needs renovating,,31238 m²,60001:001:1080,,,,29.0,1792.0,,Notify about incorrect advertisement,,"urban water, sewerage",,,Data from realestate book,,,,,5.0
1603,"House for sale, Are meierei, Are, Tori vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 562 m²",https://www.kv.ee/vana-meiereihoone-asukoht-asub-tallinn-parnu-mnt-a-3357135.html,"58.524384,24.560301",158000.0,,562 m²,3.0,ready,,2602 m²,14901:001:0355,,"new sewerage, deep well, new electricity, well, water, public transport, 3*380V, garage, electricity, basement, roof profiled roof",,,1920.0,private property,,kitchen furniture,"water boiler, shower, urban water, local water","stove heating, heated floors, central heating, electric heating, õhksoojuspump",,Data from realestate book,,,,,269.0
1604,"House for sale, Vana-Haavasalu, Suure-Lähtru, Lääne-Nigula vald, Läänemaa - Real estate portal KV.EE ","Log house, total area 84.4 m²",https://www.kv.ee/muua-ajalooga-kinnistu-kus-vanasti-asus-suurelahtr-3357123.html,"58.887405,23.843211",95000.0,2.0,84.4 m²,,,,10769 m²,45201:001:0127,Missing,"furnishing possibility, parquet","surrounding buildings private houses, roads paved roads",,1934.0,,,kitchen furniture,"shower, washing machine",stove heating,Internet,Data from realestate book,,,1/1,,4.0
1605,"House for sale, 4 bedrooms, Lillevälja 3, Kuressaare linn, Saaremaa vald, Saaremaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 123.2 m²",https://www.kv.ee/muua-kuressaares-vaiksel-lillevalja-tanaval-paikne-3356937.html,"58.258683665537,22.51528666261",261000.0,5.0,123.2 m²,1.0,ready,,1225 m²,,,"kitchen, open kitchen, parking free parking, public transport, electricity, 3*380V, dressing room, TV-set, furniture, parquet, roof tin roof",water body sea near,4.0,2020.0,private property,Notify about incorrect advertisement,"ceramic shove, kitchen 13.4 m², refridgerator","shower, urban water, washing machine",õhksoojuspump,Internet,Data from realestate book,,,,,1600.0
1606,"Cottage for sale, Mäepealse, Paslepa/Pasklep, Lääne-Nigula vald, Läänemaa - Real estate portal KV.EE ","Private ownership, log house, total area 21.4 m²",https://www.kv.ee/kui-otsid-vaikset-eraldatud-ja-omanaolist-kohta-ku-3356923.html,"59.0310039,23.4762676",80000.0,2.0,21.4 m²,1.0,all brand-new,,10000 m²,52001:004:0365,,,roads in good condition roads,,,private property,Notify about incorrect advertisement,,"water boiler, sauna, shower, local water, sewerage",electric heating,,,1718532.0,"terrace, electricity, furnishing possibility, packet windows, parquet, deep well, farm building",,,4.0
1607,"Other for sale, Vesiveski kinnistud, Lauküla, Otepää vald, Valgamaa - Real estate portal KV.EE ","Private ownership, stone house, total area 709.1 m²",https://www.kv.ee/muua-ainulaadne-vesiveskiga-kinnistu-vastsemoisa-j-3356853.html,"57.9148507118928,26.3246864066406",630000.0,,709.1 m²,5.0,needs renovating,,109000 m²,72402:002:0056,Missing,,"Vastsemõisa lake 10 m, surrounding buildings private houses, roads in good condition roads, neighbours around neighbours",,,private property,,,local water,,,Data from realestate book,,"electricity, farm building",,,10.0
1608,"House for sale,  Kivitare, Vohnja, Kadrina vald, Lääne-Virumaa - Real estate portal KV.EE ","Private ownership, total area 116.5 m²",https://www.kv.ee/muugis-olev-kinnistu-asub-vohnja-moisa-pargis-tiig-3356846.html,"59.3788371,26.0863914",33900.0,,116.5 m²,,needs renovating,,1809 m²,27302:001:0124,Missing,,water body water body other near,,,private property,Notify about incorrect advertisement,,,,,Data from realestate book,,,,,4.0
1609,"House for sale, Raekoja tn 2a, Kuressaare linn, Saaremaa vald, Saaremaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 51.7 m², total area 183 m²",https://www.kv.ee/muua-valguskullane-ja-kaunis-maja-kuresaare-sudame-3356818.html,"58.2522242,22.487789",229900.0,2.0,183 m²,2.0,all brand-new,,183 m²,,-,,,,2017.0,private property,,"electric stove, refridgerator, kitchen furniture","shower, urban water",central heating,"Internet, phone, cable TV, steel door, fenced with garden",,,"box-room, furnishing possibility, furniture, electricity",,,2981.0
1610,"House for sale, 3 bedrooms, Sõrve, Harku vald, Harjumaa - Real estate portal KV.EE ","Joint ownership, stone house, house area 87.6 m²",https://www.kv.ee/majaosa-koos-sinna-juurde-kuuluva-maaga-ajaloolise-3356783.html,"59.4216388,24.4794026",82000.0,4.0,,2.0,needs renovating,ready,4033 m²,,-,,,3.0,,joint ownership,,,,,,,,"farm building, well, garage",,,4.0
1611,"House for sale, Lautri, Kalana, Hiiumaa vald, Hiiumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 395 m²",https://www.kv.ee/muua-kivimaja-mis-on-sobilik-hosteliks-puhkekeskus-3356710.html,"58.9214,22.0552999",310000.0,20.0,395 m²,2.0,needs renovating,,23550 m²,39201:001:0770,,,water body body of water near,,2000.0,private property,Notify about incorrect advertisement,"electric stove, refridgerator","sauna, water boiler, shower, washing machine","stove heating, central heating, heated floors, fireplace","Internet, phone",,,"dressing room, TV-set, 3*380V, parking free parking",,,4.0
1612,"House for sale, Järve 7, Vetiku, Vinni vald, Lääne-Virumaa - Real estate portal KV.EE ","<strong>Lisainfo:</strong> electricity, 3*380V ",https://www.kv.ee/muua-2-korvuti-olevat-kinnistut-uhel-kinnistul-asu-3356634.html,"59.3241165,26.43602",27900.0,,,,,,4471 m²,90002:001:0259,,,water body lake near,,,,Notify about incorrect advertisement,,,,,Data from realestate book,,,,,54.0
1613,"House for sale, 2 bedrooms, Humala tee 16, Adra, Harku vald, Harjumaa - Real estate portal KV.EE ","Private ownership, log house, total area 126 m²",https://www.kv.ee/harku-vallas-adra-kulas-on-tulnud-muugile-privaats-3356599.html,"59.3877134,24.3272933",349000.0,4.0,126 m²,1.0,ready,,74700 m²,,,"kitchen, farm building, wall cupboard, separate rooms, deep well, closed courtyard, public transport, garage, electricity, 3*380V, furniture, parquet, roof asbestos cement roof","water body sea near, near forest",2.0,1906.0,private property,Notify about incorrect advertisement,"electric stove, refridgerator","sauna, toilet room and bathroom separate, shower, water boiler, local water, washing machine","solid fuel, stove heating, heated floors, õhksoojuspump","Internet, fenced with garden, neighbourhood watch",Data from realestate book,,,,,41.0
1614,"House for sale, 3 bedrooms, Teelehe tee 7, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 223.5 m²",https://www.kv.ee/muua-maja-looduskaunis-kohas-pirita-linnaosas-piri-3356596.html,"59.463554,24.8854759",540000.0,6.0,223.5 m²,3.0,renovated,,545 m²,,,"balcony , kitchen, open kitchen, electricity, garage, garret, street entrance, furnishing possibility, furniture, parquet, dressing room, wall cupboard, ventilation, roof tar paper roof",water body river near,3.0,1998.0,private property,Notify about incorrect advertisement,"ceramic shove, refridgerator","toilet room and bathroom separate, sauna, water boiler, bath, urban water","õhksoojuspump, electric heating, fireplace, fireplace","Internet, cable TV, security system",Data from realestate book,,,,,244.0
1615,"Cottage for sale, Kaevu tn 1, Valga linn, Valga vald, Valgamaa - Real estate portal KV.EE ","Private ownership, total area 69.7 m²",https://www.kv.ee/valga-linnas-muua-heas-korras-armas-suvila-aastari-3356583.html,"57.784045,26.093017",17000.0,3.0,69.7 m²,1.0,Good condition,,1081 m²,85401:017:1650,,water,,,,private property,,,,"stove heating, fireplace, fireplace",,,536040.0,,,,45.0
1616,"House for sale, Jaanimäe, Vana-Roosa, Rõuge vald, Võrumaa - Real estate portal KV.EE ","Log house, total area 55.5 m²",https://www.kv.ee/muua-maja-koos-korvalhoonega-rouge-vallas-vanaroos-3356567.html,"57.6862217,26.642276",25000.0,3.0,55.5 m²,,needs renovating,ready,7400 m²,69801:001:0846,,,,,1930.0,,Notify about incorrect advertisement,,,,,,,,1/1,,0.0
1617,"House for sale, Nooruse 8, Kuressaare linn, Saaremaa vald, Saaremaa - Real estate portal KV.EE ","Private ownership, stone house, total area 202.5 m²",https://www.kv.ee/muua-kuressaare-aedlinnas-nooruse-tanaval-paiknev-3356538.html,"58.2496634,22.4991075",147000.0,7.0,202.5 m²,2.0,ready,,597 m²,34901:012:0072,,"kitchen, public transport, farm building, box-room, closed courtyard, parking free parking, electricity, 3*380V, roof tin roof",water body sea near,,1975.0,private property,Notify about incorrect advertisement,"stove heated with firewood, kitchen 15 m²","sauna, water boiler, shower, urban water","solid fuel, electric heating, fireplace, fireplace",fenced with garden,,,,,,2981.0
1618,"House for sale, Aida 5, Võru, Võrumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 110.4 m²",https://www.kv.ee/muua-suure-potentsiaaliga-kinnistu-voru-linnas-kin-3356423.html,"57.829145861855,27.017211683247",25000.0,6.0,110.4 m²,2.0,needs renovating,,1760 m²,91901:013:0731,,"farm building, well, parking free parking, box-room",roads paved roads,,1900.0,private property,Notify about incorrect advertisement,stove heated with firewood,local water,stove heating,"fenced with garden, neighbourhood watch",,,,,,245.0
1619,"House for sale, 3 bedrooms, Sepikoja 1/1 4, Vääna, Harku vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 123.3 m²",https://www.kv.ee/alustame-vaana-kulas-asuva-sepikoja-tee-11-ja-12-m-3356399.html,"59.3884781,24.3993817",250000.0,4.0,123.3 m²,1.0,all brand-new,,817 m²,,,,location in the center location,3.0,2021.0,apartment ownership,Notify about incorrect advertisement,electric stove,"shower, sauna, sewerage, urban water",geothermic heating,,Data from realestate book,,"open kitchen, separate rooms, water, electricity, 3*380V, parking free parking, parquet, roof profiled roof",,,65.0
1620,"Cottage for sale, 1 bedrooms, Hiirelõksu kinnistu, Kavandi, Saaremaa vald, Saaremaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 45 m²",https://www.kv.ee/muua-saaremaal-kavandi-kulas-paiknev-suvekodu-kinn-3356324.html,"58.60752700331,22.83444773982",35000.0,1.0,45 m²,1.0,ready,,2129 m²,,,"open kitchen, parking free parking, farm building, electricity, TV-set, deep well, roof tar paper roof","water body sea near, near forest",1.0,2014.0,private property,Notify about incorrect advertisement,"electric stove, kitchen 5 m²",sauna,,,Data from realestate book,,,,,6.0
1621,"House for sale, Koorküla-Veski, Jeti, Tõrva vald, Valgamaa - Real estate portal KV.EE ","Private ownership, stone house, total area 540.5 m²",https://www.kv.ee/ajalooline-vesiveski-isikliku-paisjarve-ja-privaat-3356047.html,"57.9465733,25.88152",159000.0,,540.5 m²,2.0,needs renovating,,94800 m²,20801:001:1201,Missing,"separate rooms, roof asbestos cement roof",water body river near,,1870.0,private property,,,,,,,,,,,4.0
1622,"House for sale, Luhametsa, Antsla vald, Võrumaa - Real estate portal KV.EE ","Private ownership, log house, house area 90 m², total area 160 m²",https://www.kv.ee/vorumaa-antsla-vald-luhametsa-roosihoov-6-tuba-2-k-3355985.html,"57.7782735,26.7222679",12000.0,6.0,160 m²,2.0,needs renovating,roofless box,6710 m²,,Missing,,"water body: tiik , surrounding buildings private houses, location outside settlement location, roads in good condition roads, neighbours farther neighbours",,1945.0,private property,Notify about incorrect advertisement,,,,,Data from realestate book,,,,,4.0
1623,"House for sale, Vetla, Anija vald, Harjumaa - Real estate portal KV.EE ","Private ownership, log house, house area 131.6 m², total area 251.7 m²",https://www.kv.ee/talumaja-ootab-endale-pere-kes-saab-ise-kujundada-3355978.html,"59.2179185050085,25.4547578753494",159000.0,5.0,251.7 m²,1.0,sanitary renovation needed,box with doors and windows,24000 m²,,Missing,"terrace, packet windows, electricity, public transport, farm building, deep well","roads in good condition roads, near forest, Jägala river 200 m",,1932.0,private property,Notify about incorrect advertisement,,"shower, toilet room and bathroom separate, sauna, water boiler, local water, sewerage",,"Internet, phone, cable TV, fenced with garden",Data from realestate book,,,,,18.0
1624,"House for sale, Kooli tn 4, Väätsa, Türi vald, Järvamaa - Real estate portal KV.EE ","Stone house, total area 534.3 m²",https://www.kv.ee/pikima-majutustraditsiooniga-kulalistemaja-jarvama-3355970.html,"58.888819,25.4509247",119000.0,10.0,534.3 m²,2.0,,,1974 m²,93701:004:0012,-,"balcony 6 m², parquet, garage, parking free parking, electricity, dressing room, 3*380V, furniture","surrounding buildings private houses and apartment buildings, location in the center location, roads in good condition roads, Väätsa paisjärv lake 200 m",,,,Notify about incorrect advertisement,"electric stove, refridgerator, kitchen furniture","toilet room and bathroom separate, water boiler, sauna, bath, shower, urban water, sewerage, pool, washing machine",central heating,Internet,Data from realestate book,,,,,495.0
1625,"Cottage for sale, 2 bedrooms, Tuvi, Kibuna, Saue vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 49.8 m², total area 55 m²",https://www.kv.ee/aiandusuhistus-quotkibuna-34quot-muuakse-saunaga-s-3355922.html,"59.1970963,24.2985862",69700.0,3.0,55 m²,2.0,Good condition,ready,,,-,,"roads in good condition roads, near forest, water body water body other near",2.0,2005.0,private property,Notify about incorrect advertisement,"electric stove, refridgerator, kitchen furniture","sauna, bath, water boiler, local water",,fenced with garden,Data from realestate book,,"furnishing possibility, furniture, public transport, farm building, deep well, TV-set, terrace, electricity",,,7.0
1626,"House for sale, Lõvikäpa tee 8, Audru, Pärnu, Pärnumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 139.2 m²",https://www.kv.ee/parnu-linna-naabruses-paiknev-lovikula-on-tanaseks-3355411.html,"58.405679498894,24.37480982906",230000.0,4.0,139.2 m²,1.0,all brand-new,,1352 m²,,A,"3*380V, electricity",roads paved roads,,2021.0,private property,,,"sewerage, urban water",geothermic heating,,,,,,,34.0
1627,"House for sale,  16, Välgi, Peipsiääre vald, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 103.7 m², total area 150 m²",https://www.kv.ee/muua-monusalt-hubane-elumaja-looduskaunis-kohas-va-3355403.html,"58.6005001,26.89599",65000.0,5.0,150 m²,1.0,,,1108 m²,86101:001:0024,-,"farm building, deep well, garage",,,,private property,,,"sauna, local water",solid fuel,,,1113604.0,,,,4.0
1628,"House for sale, Sõbra 34a, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 166.4 m², total area 273 m²",https://www.kv.ee/muua-heas-seisukorras-kivimaja-rahulikus-ja-turval-3343146.html,"59.3689567,24.6558188",319500.0,5.0,273 m²,2.0,,,600 m²,78404:408:9780,-,"balcony 12.2 m², terrace, dressing room, 3*380V, packet windows, parquet, garage, parking free parking",,,1995.0,private property,,,"toilet room and bathroom separate, bath, urban water","stove heating, fireplace, combined heating","Internet, fenced with garden",,,,,,1553.0
1629,"House for sale, 3 bedrooms, Väike-Sepa 4, Ropka, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 282.4 m²",https://www.kv.ee/kui-tahad-elada-vaiksemal-tanaval-tartu-linnas-ja-2724151.html,"58.3512257,26.7219756",399000.0,5.0,282.4 m²,2.0,renovated,ready,536 m²,,,,"roads in good condition roads, surrounding buildings private houses, neighbours next to neighbours, in the city location",3.0,,private property,Notify about incorrect advertisement,"ceramic shove, refridgerator","toilet room and bathroom separate, sauna, bath, shower, water boiler, urban water, sewerage, washing machine","heated floors, solid fuel, conditioner, fireplace","Internet, neighbourhood watch, fenced with garden, steel door",,,"parking free parking, electricity, dressing room, 3*380V, furniture, packet windows, parquet, garage, public transport, well, box-room, wall cupboard, basement, TV-set",,,3878.0
