Title,Description,Link,Location,Price,Rooms,Bedrooms,Total area,Number of floors,Built in year,Condition,Ownership,Ground area,Data from realestate book,Notify about incorrect advertisement,Lisainfo,Sanitary arrangements,Heating and ventilation,Communications and security,Kitchen,Cadastre no.,Energy mark,Readiness,Register number,Neighbourhood,This floor/Number of floors,Kulud suvel/talvel,Additional information
"Row house box for sale, 4 bedrooms, Püü 5 a, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Stone house, house area 125.8 m², total area 148.2 m²",https://www.kv.ee/8-pohjust-miks-valida-kristiine-loftid-1-a-energia-3342658.html,"59.4119155,24.7201016",436000,5,4,148.2 m²,2,2022,all brand-new,,202 m²,,,,,,,,,A,,,,,,
"Maisonette for sale, 4 bedrooms, Pärnu mnt 276/2, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ","Joint ownership, wooden house, house area 106.1 m², total area 150.3 m²",https://www.kv.ee/muua-korghaljastusega-krunt-koos-majaosaga-nomme-m-3387230.html,"59.3898868,24.7100027",314500,6,4,150.3 m²,2,1949,satisfactory,joint ownership,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, TV-set, electricity, packet windows, parquet, public transport, basement","bath, toilet room and bathroom separate, water boiler, urban water, sewerage, washing machine","stove heating, õhksoojuspump, conditioner","Internet, phone, cable TV, steel door, fenced with garden","electric stove, refridgerator, kitchen furniture",,Missing,ready,,"near forest, roads in good condition roads, location in the center location",,,
"Row house box for sale, 4 bedrooms, Liiva tee 34, Järveküla, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 101 m², total area 118 m²",https://www.kv.ee/paris-inimesed-paris-kodud-paris-elu-maaliliselt-k-3383694.html,"59.3754238190306,24.8059569868255",244900,5,4,118 m²,2,2023,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"packet windows, electricity, parquet, box-room, terrace","sauna, shower, bath, urban water, sewerage","heated floors, õhksoojuspump","Internet, phone, cable TV, neighbourhood watch, fenced with garden",electric stove,,,ready,,"neighbours around neighbours, near forest, surrounding buildings private houses and apartment buildings, location outside settlement location, roads in good condition roads, Ülemiste järv lake",,,
"Maisonette for sale, 3 bedrooms, Toomkivi 10, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381572.html,"59.3097965,24.8367254",297500,5,3,120 m²,,2022,all brand-new,apartment ownership,3202 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,
"Row house box for sale, 3 bedrooms, Iirise tn 8, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 97.9 m²",https://www.kv.ee/muua-eksklusiivses-rohelusest-umbritsetud-ihaste-k-3391380.html,"58.355921,26.766155",179000,4,3,97.9 m²,2,2022,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"open kitchen, street entrance, terrace, dressing room, separate rooms, packet windows, parquet, parking free parking, public transport, box-room, organisation through the few floors, separate entryway, closed courtyard","toilet room and bathroom separate, sauna, shower, sewerage, urban water","heated floors, geothermic heating","Internet, phone, cable TV, steel door, fenced with garden",,79301:001:0985,,,,,,,
"Maisonette for sale, 4 bedrooms, Raudtee, Jõhvi linn, Jõhvi vald, Ida-Virumaa - Real estate portal KV.EE ",Total area 496.4 m²,https://www.kv.ee/muua-vaga-korralikult-ehitatud-mugava-planeeringug-3383793.html,"59.3597524,27.4353224",235000,5,4,496.4 m²,2,2006,satisfactory,,1470 m²,,Notify about incorrect advertisement,,,,,,,,ready,,,,,
"Row house box for sale, Aeru tn 12, Ülejõe, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ",Total area 114.8 m²,https://www.kv.ee/tegemist-on-labi-kahe-korruse-oleva-ridaelamuga-ul-3392521.html,"58.4034933,26.7054743",240000,3,,114.8 m²,2,2019,all brand-new,,2062 m²,,Notify about incorrect advertisement,"parking free parking, furniture, packet windows, parquet, public transport, box-room, TV-set, terrace, electricity, dressing room, furnishing possibility, wall flagstone wall","toilet room and bathroom separate, water boiler, shower, bath, sauna, sewerage, urban water, local water, washing machine","gas heating, central heating, heated floors","Internet, cable TV, security system, fenced with garden, neighbourhood watch","induktsioon pliit, refridgerator, kitchen furniture",79501:002:0178,,ready,,"Emajõgi river , surrounding buildings private houses and apartment buildings, location in suburb location, roads in good condition roads, neighbours around neighbours",,,
"Row house box for sale, 3 bedrooms, Kesk-Vaela 27, Vaela, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 91.9 m², total area 103.9 m²",https://www.kv.ee/arenduseleht-httpskiili-wingmacht-eemaja-luhikirje-3384153.html,"59.3274921,24.7989023",255000,4,3,103.9 m²,1,2022,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parquet, dressing room, packet windows","shower, sauna, urban water, sewerage",,,,30501:001:0262,,,,,,,
"Maisonette for sale, Maarjamõisa tee 31, Aravete, Järva vald, Järvamaa - Real estate portal KV.EE ","Private ownership, stone house, house area 250.1 m², total area 382.4 m²",https://www.kv.ee/aravete-alevikus-muua-4-korteriga-elamu-osa-majas-3363743.html,"59.133408,25.7462982",15000,10,,382.4 m²,2,,sanitary renovation needed,private property,882 m²,,Notify about incorrect advertisement,,"shower, water boiler, urban water, sewerage","solid fuel, central heating",,electric stove,13402:004:1640,,ready,,"roads in satisfactory condition roads, neighbours around neighbours, near forest",,,"balcony 4 m², furnishing possibility, furniture, packet windows, parking free parking, public transport, farm building, electricity"
"Maisonette for sale, 3 bedrooms, Vaheri, Kilksama, Tori vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 109.1 m², total area 121 m²",https://www.kv.ee/suuremale-perele-pakkuda-uks-suureparane-voimalus-3374720.html,"58.3700005,24.5390838",35000,4,3,121 m²,,1985,needs renovating,private property,,Data from realestate book,Notify about incorrect advertisement,electricity,urban water,,,,,,ready,,"near forest, surrounding buildings private houses, location outside settlement location, roads paved roads",1/1,,
"Maisonette for sale, Raudtee 62a, Tammelinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 110 m²",https://www.kv.ee/muugile-on-tulnud-renoveeritud-majaosa-tammelinnas-3390168.html,"58.351297638254,26.70085649964",158000,4,,110 m²,,1977,renovated,apartment ownership,,,,"balcony , kitchen, open kitchen, furnishing possibility, public transport, parking free parking, separate entryway, closed courtyard","bath, toilet room and bathroom separate, shower, water boiler, washing machine","electric heating, stove heating, conditioner, fireplace, conditioner","Internet, fenced with garden","electric stove, refridgerator, kitchen furniture",79504:088:0012,Missing,,,roads paved roads,1/2,,
"Maisonette for sale, Hargla, Valga vald, Valgamaa - Real estate portal KV.EE ","Apartment ownership, wooden house, house area 70.4 m², total area 130 m²",https://www.kv.ee/muua-looduslikus-ja-rahulikus-piirkonnas-endine-pi-3355912.html,"57.6068636,26.3980945",8000,2,,130 m²,,1913,needs renovating,apartment ownership,26600 m²,Data from realestate book,,"farm building, deep well, electricity, parking free parking",,,,,,-,,,,,,
"Maisonette for sale, 3 bedrooms, Lille tee 7, Haabneeme, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 175 m²",https://www.kv.ee/muugile-on-tulnud-maja-mugavuse-ja-suurusega-paari-3387112.html,"59.5231439,24.8116567",345000,5,3,175 m²,2,2002,ready,apartment ownership,1594 m²,Data from realestate book,Notify about incorrect advertisement,"kitchen, open kitchen, ventilation, box-room, separate rooms, public transport, garage, parking free parking, electricity, furnishing possibility, parquet, dressing room, roof tin roof","sauna, toilet room and bathroom separate, shower, water boiler, urban water","heated floors, õhksoojuspump, fireplace, fireplace","Internet, fenced with garden","ceramic shove, refridgerator",,,,,"near forest, water body sea near",,,
"Maisonette for sale, 2 bedrooms, Tallinna mnt 24, Ülejõe, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 50 m²",https://www.kv.ee/muua-kesklinna-vahetus-laheduses-ulejoe-piirkonnas-3256427.html,"58.4020642,24.4929037",52400,3,2,50 m²,1,,needs renovating,apartment ownership,594 m²,Data from realestate book,,"parking free parking, new electricity, separate entryway, closed courtyard, separate rooms, water, electricity, street entrance, public transport, farm building, roof tin roof","water boiler, shower, sewerage, urban water",stove heating,"steel door, fenced with garden",electric stove,,,,,"in the city location, surrounding buildings private houses, water body river near",,,
"Row house box for sale, 4 bedrooms, Tüve tn 2 b, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Stone house, house area 125 m², total area 169.3 m²",https://www.kv.ee/6-pohjust-miks-valida-linnapesad1-a-energiaklass2-3354511.html,"59.4126674,24.7146116",450000,5,4,169.3 m²,2,,all brand-new,,217 m²,Data from realestate book,,,,,,,,A,,,,,,
"Row house box for sale, Koogimäe tee 10, Keava, Kehtna vald, Raplamaa - Real estate portal KV.EE ","Joint ownership, stone house, total area 131.5 m²",https://www.kv.ee/sul-on-kuldsed-kaed-ja-otsid-projekti-kus-neid-rak-3372371.html,"58.9402658,24.897418",31000,,,131.5 m²,2,,,joint ownership,2117 m²,,,"public transport, packet windows, parking free parking",,,,,29202:002:0990,Missing,box with doors and windows,2011537,,,,
"Row house box for sale, 3 bedrooms, Oja tee 24, Tiskre, Harku vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, total area 107.8 m²",https://www.kv.ee/elukeskkond-ja-asukohttiskre-kula-jaab-koheselt-me-3387307.html,"59.41232,24.5908866",274900,4,3,107.8 m²,2,2005,Good condition,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"electricity, dressing room, furnishing possibility, packet windows, parquet, public transport, box-room, terrace","toilet room and bathroom separate, sauna, shower, urban water, sewerage","heated floors, combined heating","Internet, neighbourhood watch","electric stove, refridgerator, kitchen furniture",,Missing,ready,,"surrounding buildings private houses and apartment buildings, location in suburb location, roads in good condition roads, neighbours around neighbours",,65 € /  150 €,
"Maisonette for sale, 3 bedrooms, Lootuse pst. 78, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ","Stone house, total area 147.8 m²",https://www.kv.ee/hetkel-broneeritud-kuni-06-12-2021-a-muua-uuevaarn-3388207.html,"59.3753406,24.6895452",435000,4,3,147.8 m²,2,2011,renovated,,,,,"kitchen, parquet, dressing room, ventilation, box-room, wall cupboard, separate rooms, separate entryway, organisation through the few floors, new electricity, high ceilings, closed courtyard, public transport, farm building, furniture, roof tar paper roof","water boiler, toilet room and bathroom separate, shower, bath, sauna, washing machine, urban water","gas heating, õhksoojuspump, gas heating, fireplace, conditioner, gas","Internet, fenced with garden, neighbourhood watch, security system, steel door","induktsioon pliit, kitchen 9 m², refridgerator",78404:401:2701,E,,,near forest,,,
"Maisonette for sale, 4 bedrooms, Rohuneeme tee 144, Rohuneeme, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 155 m²",https://www.kv.ee/muua-valmimisjargus-rohuneeme-villad-paarismaja-bo-3388211.html,"59.559109,24.7984147",625000,5,4,155 m²,2,2022,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"parquet, packet windows","bath, sauna","heated floors, geothermic heating",,,89001:003:0718,,,,"water body sea near, near forest",,,
"Maisonette for sale, Leola tn 33, Viljandi, Viljandimaa - Real estate portal KV.EE ","Joint ownership, wooden house, total area 108 m²",https://www.kv.ee/muua-viljandi-linnas-leola-tn-33-kaasomandiosa-26-3341054.html,"58.3721587,25.5932643",55000,6,,108 m²,2,1927,satisfactory,joint ownership,,Data from realestate book,,"public transport, farm building, well, box-room, electricity, packet windows","sauna, urban water, sewerage, local water","stove heating, fireplace",,"electric stove, refridgerator",,Missing,,,,,,
"Row house box for sale, 3 bedrooms, Pargi tee 2, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 97.2 m², total area 114.5 m²",https://www.kv.ee/tartu-kulje-all-haaslava-kulas-aadressil-pargi-tee-3380824.html,"58.3256658,26.7934275",174000,4,3,114.5 m²,2,2022,all brand-new,apartment ownership,2814 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, terrace, electricity, dressing room, packet windows, parquet, public transport, box-room","toilet room and bathroom separate, shower, bath, sauna, urban water, sewerage","heated floors, geothermic heating","Internet, steel door, neighbourhood watch, fenced with garden",,,A,,,"roads in good condition roads, near forest",,,
"Row house box for sale, 5 bedrooms, Vana-Altoa tee 6, Lähtse, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 133.2 m²",https://www.kv.ee/httpsrabarebase-eekiili-aleviku-kulje-all-valmib-2-3366676.html,,,6,5,133.2 m²,2,2022,all brand-new,apartment ownership,3999 m²,Data from realestate book,Notify about incorrect advertisement,"open kitchen, water, ventilation, box-room, parking free parking, roof tar paper roof","sauna, toilet room and bathroom separate, sewerage, urban water",,,,,,,,,,,
"Maisonette for sale, Ujula 88, Ülejõe, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Joint ownership, wooden house, total area 95.9 m²",https://www.kv.ee/muugile-on-saabunud-vaarika-ja-ajaloolise-ent-sama-3389006.html,"58.39106120763,26.717333166595",169000,4,,95.9 m²,,1938,ready,joint ownership,,,,"new sewerage, kitchen, electricity, TV-set, furnishing possibility, parquet, furniture, box-room, well, wall cupboard, separate rooms, new electricity, closed courtyard, public transport, farm building, garage, frontdoor locked","water boiler, shower, urban water","heated floors, stove heating, gas","Internet, phone, cable TV, neighbourhood watch, fenced with garden","electric stove, refridgerator",79514:002:0004,Missing,,,water body river near,2/2,,
"Row house box for sale, 3 bedrooms, Iirise tn 8, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 98.1 m²",https://www.kv.ee/muua-eksklusiivses-rohelusest-umbritsetud-ihaste-k-3375114.html,"58.355921,26.766155",179000,4,3,98.1 m²,2,2022,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"open kitchen, street entrance, terrace, dressing room, separate rooms, packet windows, parquet, parking free parking, public transport, box-room, organisation through the few floors, separate entryway, closed courtyard","toilet room and bathroom separate, sauna, shower, sewerage, urban water","heated floors, geothermic heating","Internet, phone, cable TV, steel door, fenced with garden",,79301:001:0985,,,,,,,
"Maisonette for sale, Katkuniidu tee, Metsakasti, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Private ownership, total area 257.5 m²",https://www.kv.ee/muua-vaga-hea-asukohaga-maja-viimsis-mille-krundi-3340318.html,"59.4889702,24.9141216",196999,4,,257.5 m²,2,2006,,private property,,Data from realestate book,,,,,,,,-,ready,,,,,
"Row house box for sale, 3 bedrooms, Sõnajala tee 2, Peetri, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 124.4 m²",https://www.kv.ee/muua-2022-valmiv-aenergiaklassiga-ridaelamuboks-ul-3324589.html,"59.382646,24.804324",249000,4,3,124.4 m²,2,2021,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"new sewerage, separate entryway, water, electricity, public transport, new electricity, organisation through the few floors, parking free parking, parquet, garage","sauna, shower, urban water","heated floors, gas heating, gas",,,65301:001:4696,,,,location in suburb location,,,
"Maisonette for sale, 3 bedrooms, Timuti 32, Variku, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ",Total area 190 m²,https://www.kv.ee/muua-heas-seisukorras-majaosa-vaikses-variku-linna-3300697.html,"58.3477081,26.7021519",173000,5,3,190 m²,2,1964,ready,,895 m²,,Notify about incorrect advertisement,"balcony , roof asbestos cement roof",,"stove heating, õhksoojuspump, fireplace",,,79509:015:0004,,,,,,,
"Row house box for sale, 4 bedrooms, Liiva tee 28, Järveküla, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 101 m², total area 118 m²",https://www.kv.ee/paris-inimesed-paris-kodud-paris-elu-maaliliselt-k-3383734.html,"59.3729926,24.8096923",244900,5,4,118 m²,2,2023,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"packet windows, electricity, parquet, box-room, terrace","sauna, shower, bath, urban water, sewerage, washing machine","heated floors, õhksoojuspump","Internet, phone, cable TV, neighbourhood watch, fenced with garden",electric stove,,,ready,,"neighbours around neighbours, near forest, surrounding buildings private houses and apartment buildings, location outside settlement location, roads in good condition roads, Ülemiste järv lake",,,
"Maisonette for sale, 3 bedrooms, Vikerkaare tee, Viimsi, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 144.3 m²",https://www.kv.ee/uus-elamurajoon-viimsi-alevikus-muua-valmimisjargu-3391207.html,"59.5063638,24.8470635",330000,4,3,144.3 m²,2,2021,all brand-new,apartment ownership,1799 m²,,Notify about incorrect advertisement,"open kitchen, parking free parking, 3*380V, parquet, ventilation, electricity, box-room, separate rooms, public transport, roof tar paper roof","shower, sauna, toilet room and bathroom separate, urban water","fireplace, geothermic heating","Internet, cable TV, fenced with garden, neighbourhood watch",,,,,,,,,
"Maisonette for sale, Jõekaare 7, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, panel house, house area 76.2 m², total area 96.7 m²",https://www.kv.ee/pakkumisse-tuli-valguskullane-ja-avara-planeeringu-3388080.html,"58.3383216,26.7878254",205000,3,,96.7 m²,2,,all brand-new,apartment ownership,150 m²,,Notify about incorrect advertisement,"balcony 5.7 m², packet windows, parquet, parking free parking","sauna, shower, sewerage, washing machine, urban water",geothermic heating,,"ceramic shove, refridgerator, kitchen furniture",43201:003:0440,,ready,,,,,
"Row house box for sale, 2 bedrooms, Keskuse tee 7/2, Raadi-Kruusamäe, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 104.2 m²",https://www.kv.ee/2022-aasta-martsaprill-valmib-uus-a-energiaklassi-3385187.html,"58.407848,26.7456725",169900,3,2,104.2 m²,2,2022,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"balcony 3.8 m², parquet, parking free parking, public transport, box-room, TV-set, terrace, electricity, packet windows","sauna, shower","heated floors, geothermic heating","Internet, phone, cable TV, security system",kitchen 9.1 m²,79601:001:0560,,,,"surrounding buildings private houses and apartment buildings, location in the center location, roads in good condition roads",,,
"Row house box for sale, 3 bedrooms, Pargi tee 4, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 139.4 m²",https://www.kv.ee/muua-2022-aasta-maikuus-valmiv-ridaelamuboks-kiire-3385998.html,"58.3260157,26.7927288",198000,4,3,139.4 m²,2,2022,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"balcony 11 m², parking free parking, dressing room, packet windows, parquet, box-room, terrace, electricity","shower, sauna, bath, urban water, sewerage",combined heating,fenced with garden,,18501:001:0451,,,,"roads in good condition roads, Kurepalu lake 1,000 m",,,
"Maisonette for sale, Palkoja 11, Muraste, Harku vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 134.9 m²",https://www.kv.ee/tallinna-kulje-all-muraste-kulas-aadressil-palkoja-3377290.html,"59.4504833,24.4433876",289000,4,,134.9 m²,2,2022,all brand-new,apartment ownership,1358 m²,,,"balcony , public transport, box-room, separate entryway, closed courtyard, ventilation, roof tin roof","shower, sauna, toilet room and bathroom separate, bath, urban water",heated floors,"Internet, fenced with garden, steel door",,,A,,,near forest,,,
"Row house box for sale, 2 bedrooms, Keskuse tee 7/2, Vahi alevik, Tartu vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 104.2 m²",https://www.kv.ee/2022-aasta-martsaprill-valmib-uus-a-energiaklassi-3385189.html,"58.407848,26.7456725",169900,3,2,104.2 m²,2,2022,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"balcony 3.8 m², parquet, parking free parking, public transport, box-room, TV-set, terrace, electricity, packet windows","sauna, shower","heated floors, geothermic heating","Internet, phone, cable TV, security system",kitchen 9.1 m²,79601:001:0560,,,,"surrounding buildings private houses and apartment buildings, location in the center location, roads in good condition roads",,,
"Maisonette for sale, 1 bedrooms, Jakobsoni 19/1, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Joint ownership, stone house, total area 40.3 m²",https://www.kv.ee/eelregistreerimisega-tutvumispaev-14-dets-kell-16-3391924.html,"59.4334196,24.7699735",129990,2,1,40.3 m²,3,,ready,joint ownership,,,,"new sewerage, open kitchen, public transport, farm building, wall cupboard, new electricity, separate entryway, separate rooms, basement, parquet, furniture, dressing room, parking free parking, street entrance","shower, urban water, sewerage","õhksoojuspump, electric heating, stove heating, fireplace, fireplace","Internet, cable TV, neighbourhood watch, steel door, security system","ceramic shove, refridgerator, kitchen furniture",78401:112:0790,Missing,,,"location in the center location, surrounding buildings apartment buildings, water body sea near",,,
"Row house box for sale, 3 bedrooms, Sadama tn 28, Haapsalu linn, Haapsalu, Läänemaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 115.9 m², total area 115.9 m²",https://www.kv.ee/toeliset-omanaoline-ja-maitsekalt-sisustatud-uus-m-3370618.html,"58.9553193,23.5294113",449000,5,3,115.9 m²,2,2017,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"balcony 20 m², parking free parking, box-room, wall cupboard, TV-set, terrace, electricity, dressing room, furniture, packet windows, parquet, public transport","shower, sauna, toilet room and bathroom separate, urban water, sewerage, washing machine","heated floors, central heating, conditioner, combined heating, fireplace","Internet, cable TV, fenced with garden, security system, steel door","electric stove, kitchen 15 m², refridgerator, kitchen furniture",,,ready,,"neighbours next to neighbours, Läänemeri sea 5 m, beach length 50 m, surrounding buildings private houses, in the city location, roads in good condition roads",,,
"Row house box for sale, 2 bedrooms, Väike-Rae tee 9, Rae, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 81.3 m²",https://www.kv.ee/elukeskkond-ja-asukohtrae-vald-asub-harjumaal-tall-3385536.html,"59.3751961,24.8652362",239900,3,2,81.3 m²,2,2019,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, terrace, electricity, dressing room, furnishing possibility, furniture, packet windows, public transport, wall cupboard, TV-set","toilet room and bathroom separate, bath, shower, urban water, sewerage","õhksoojuspump, heated floors","Internet, phone, cable TV, steel door, fenced with garden","electric stove, refridgerator, kitchen furniture",,C,ready,,"near forest, roads in good condition roads, neighbours around neighbours, location outside settlement location, surrounding buildings apartment buildings",,95 € /  150 €,
"Row house box for sale, 3 bedrooms, Rae põik 2, Rae, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 85.7 m²",https://www.kv.ee/vaike-rae-elamupiirkond-asub-rae-kulas-assaku-ja-p-3370588.html,"59.3790889,24.868912",234900,4,3,85.7 m²,2,2022,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, terrace, packet windows, parquet","bath, sauna, shower, urban water, sewerage","õhksoojuspump, heated floors",fenced with garden,,,B,ready,8900050,"near forest, neighbours next to neighbours, location in suburb location",,,
"Maisonette for sale, 3 bedrooms, Kesk-Vaela 24, Vaela, Kiili vald, Harjumaa - Real estate portal KV.EE ","Stone house, house area 104 m², total area 116 m²",https://www.kv.ee/arendusprojekt-leht-httpskiili-wingmacht-eebokside-3246398.html,"59.3277436,24.8058814",297000,4,3,116 m²,1,2022,all brand-new,,1200 m²,Data from realestate book,Notify about incorrect advertisement,"box-room, dressing room, packet windows, parquet","sauna, shower, bath, sewerage, urban water",õhksoojuspump,,,30501:001:0260,,,,,,,
"Maisonette for sale, Pallase puiestee 127, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Joint ownership, stone house, total area 105.1 m²",https://www.kv.ee/muugipakkumistesse-on-lisandunud-monusalt-hubane-r-3389801.html,"58.357741850086,26.77925025357",159000,4,,105.1 m²,2,2006,ready,joint ownership,1607 m²,,Notify about incorrect advertisement,"balcony , kitchen, open kitchen, parquet, furnishing possibility, furniture, parking free parking, public transport","toilet room and bathroom separate, shower, sewerage, urban water",gas heating,,"electric stove, kitchen furniture",79517:048:0006,,,,"roads paved roads, near forest",,,
"Maisonette for sale, 3 bedrooms, Pargi tee 5, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 98.9 m², total area 112.1 m²",https://www.kv.ee/juba-2022-aasta-kevadel-valmib-tartu-linna-lahedal-3370607.html,"58.3271071,26.7930131",172000,4,3,112.1 m²,,2021,all brand-new,apartment ownership,3046 m²,Data from realestate book,Notify about incorrect advertisement,"box-room, terrace, electricity, packet windows, parquet","shower, sewerage",geothermic heating,,,,A,,,,1/2,,
"Maisonette for sale, 5 bedrooms, L. Koidula 99, Narva-Jõesuu linn, Narva-Jõesuu, Ida-Virumaa - Real estate portal KV.EE ",Total area 203.5 m²,https://www.kv.ee/predlgetsa-n-prodzu-uniklbnoi-prostornoi-prnoi-dom-3013547.html,"59.4292497,27.9919346",190000,7,5,203.5 m²,2,2017,all brand-new,,2500 m²,,Notify about incorrect advertisement,parking free parking,,,,,51301:012:0037,,,,water body sea near,,,
"Row house box for sale, 4 bedrooms, Vanatoa tee 13, Lähtse, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 90.4 m²",https://www.kv.ee/httpsrabarebase-eekiili-aleviku-kulje-all-valmib-2-3386438.html,"59.292014,24.863741",255000,5,4,90.4 m²,1,2022,all brand-new,apartment ownership,802 m²,Data from realestate book,Notify about incorrect advertisement,"open kitchen, ventilation, water, roof tar paper roof","shower, urban water, sewerage",geothermic heating,cable TV,,,,,,,,,
"Maisonette for sale, 2 bedrooms, Tihase, Tammelinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 86.4 m²",https://www.kv.ee/ridaelamuboks-hinnatud-tammelinnas-vaikse-liiklusk-3391722.html,"58.3558637,26.6975499",130000,3,2,86.4 m²,2,1977,ready,apartment ownership,,,,"garage, roof tar paper roof","shower, toilet room and bathroom separate, water boiler",central heating,,electric stove,,Missing,,,,,,
"Maisonette for sale, 3 bedrooms, Toomkivi 21, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381566.html,"59.3097965,24.8367254",297500,5,3,120 m²,,2022,all brand-new,apartment ownership,3221 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,
"Maisonette for sale, 3 bedrooms, Kesa tee 19, Limu, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 117.1 m², total area 128.7 m²",https://www.kv.ee/hea-voimalus-kolida-elama-linna-lahedale-maale-muu-3392257.html,"59.3486821,24.9666786",375000,4,3,128.7 m²,2,2020,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"parking free parking, electricity, dressing room, furnishing possibility, packet windows, parquet, box-room, terrace","sauna, shower, bath, washing machine",heated floors,"video cameras, fenced with garden, security system","electric stove, refridgerator, kitchen furniture",,,ready,,"near forest, surrounding buildings private houses, roads in good condition roads",,,
